1595	2162	291	712	149	590	216	285	209	183	93	116	84	30	63	311	123	27	49	32	22	43	10	13	4	6	3	116	119	11	25	10	10	39	11	2	46	14	12	3	22	0	10	1	7	13	3	50	11	20	11	8	15	2	7	16	1	4	3	2	4	3	1	12	2	11	2	4	0	6	2	7	1	11	2	0	8	4	9	1	2	6	2	0	1	10	6	0	4	16	1	0	2	1	2	1	5	9	6	2	12	2	2	3	7	4	3	8	6	5	0	5	0	1	2	0	1	2	0	5	2	0	1	2	1	9	1	3	3	0	2	0	3	0	5	6	1	3	0	1	0	1	2	0	5	0	0	5	4	2
6274	8502	1184	2910	551	2260	892	1151	793	681	326	444	294	107	252	1126	470	111	284	195	80	104	22	64	17	35	9	444	401	27	90	31	53	143	42	12	171	55	37	9	100	5	41	5	16	45	14	143	31	112	35	36	47	6	29	73	4	12	9	19	3	18	5	56	6	46	6	27	17	28	3	48	12	60	14	0	31	10	17	11	1	21	1	4	6	30	16	1	3	46	6	1	17	28	7	14	3	25	13	7	33	5	13	12	27	19	6	31	13	9	2	6	0	10	17	8	14	6	1	5	7	0	5	1	1	26	8	8	2	5	0	5	0	1	4	6	2	20	5	11	2	15	4	2	11	2	5	15	11	5
3947	5557	650	1884	346	1467	564	766	451	449	203	247	175	79	169	714	307	79	156	128	50	82	14	42	8	21	4	317	253	17	61	23	35	71	25	3	122	29	28	9	67	2	39	2	6	33	11	115	21	67	26	20	24	8	14	34	4	15	9	13	6	10	0	41	2	20	6	16	9	9	1	32	5	45	10	0	22	3	13	6	2	22	1	0	3	21	10	3	3	32	7	1	7	16	2	4	8	17	4	3	16	2	3	4	16	11	1	17	11	3	3	3	1	2	13	1	5	5	2	6	7	0	3	2	0	12	0	7	3	5	0	0	1	1	7	5	1	16	2	4	3	9	2	0	6	3	3	6	4	2
5697	7900	1104	2603	479	2030	785	983	716	644	278	322	256	104	201	972	496	97	244	151	71	109	27	42	18	38	8	443	420	26	116	47	69	110	35	12	151	35	24	14	68	6	37	4	12	47	11	169	31	87	43	27	47	9	23	75	2	21	13	13	11	16	1	52	5	39	8	35	8	14	4	30	7	65	18	1	26	9	13	11	3	18	4	5	2	39	8	2	6	40	11	1	13	23	6	4	5	13	8	6	25	2	7	9	31	7	2	19	15	8	3	6	0	5	10	6	5	3	0	12	10	0	3	0	0	26	3	7	2	3	0	8	3	1	6	4	0	11	9	11	0	8	3	0	11	2	4	12	9	4
1674	2305	305	774	157	622	236	286	193	202	84	119	79	26	68	277	147	31	74	52	23	31	7	8	2	9	1	117	91	14	33	9	15	33	9	6	47	13	5	3	18	1	11	1	2	13	6	36	11	32	5	9	12	3	4	16	1	7	2	1	2	5	0	22	1	9	4	12	6	7	0	20	3	20	6	0	6	2	3	1	0	4	2	0	0	12	1	0	3	12	2	1	7	2	0	1	3	7	3	0	8	1	2	2	8	1	0	4	6	6	1	3	0	0	6	3	2	0	0	1	2	0	1	0	0	7	1	2	0	2	0	3	0	1	3	0	1	4	2	2	1	1	2	1	1	0	0	3	5	3
231	344	47	112	13	84	28	35	23	28	13	20	18	5	18	34	10	1	11	7	3	8	0	2	0	1	0	12	9	2	4	3	1	4	3	0	4	1	1	0	6	0	4	0	0	1	0	6	0	3	1	1	1	0	1	5	0	0	1	1	0	4	0	3	0	1	1	1	0	0	0	2	0	2	1	0	0	0	0	0	0	1	1	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	3	0	2	0	0	1	0	0	0	1	2	0	0
5314	7197	947	2375	471	1841	719	980	655	637	267	329	219	107	182	910	405	95	215	132	57	92	21	55	16	38	9	394	361	26	83	34	48	140	47	8	140	28	19	9	71	3	33	2	7	47	19	133	32	90	34	34	39	8	27	68	0	15	15	12	8	19	1	49	3	33	9	21	12	16	3	43	3	54	10	6	26	3	13	10	2	17	3	0	2	31	10	3	9	36	9	1	7	11	6	11	7	25	11	10	28	3	6	6	21	15	4	18	15	7	5	2	0	3	16	8	5	9	1	5	5	0	5	1	0	16	6	8	2	3	0	4	2	2	15	6	2	13	3	5	5	4	3	0	10	0	5	23	6	4
739	962	142	355	64	278	118	150	107	91	44	53	35	18	17	130	60	8	39	21	9	17	1	7	0	6	0	52	55	4	11	4	9	13	6	3	15	4	2	1	13	0	2	1	2	5	1	22	4	17	3	1	3	0	6	8	1	6	1	4	2	1	0	5	3	6	0	6	0	1	3	10	1	4	2	0	8	1	4	0	0	2	0	0	0	4	1	0	2	5	1	0	4	0	1	0	1	5	1	1	3	0	3	1	3	2	0	4	2	2	0	0	0	0	5	0	0	0	0	1	0	0	1	0	0	3	0	1	2	0	0	1	0	1	2	3	1	7	0	2	2	0	0	1	0	1	0	5	2	0
627	839	111	281	57	214	92	112	69	68	38	56	38	12	22	104	61	10	32	21	3	9	3	7	4	7	1	44	49	2	9	4	1	10	4	4	18	6	5	0	9	0	4	0	2	5	1	14	0	7	6	5	6	0	2	8	1	1	0	2	0	2	0	5	0	1	1	0	1	2	0	3	0	10	2	0	4	0	5	1	0	0	1	0	1	8	1	1	1	6	1	1	2	2	0	4	1	1	0	3	1	0	1	1	4	1	0	3	0	1	0	1	0	0	1	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
536	708	87	248	42	167	76	110	64	53	36	36	35	8	18	94	35	9	18	16	7	4	1	4	1	3	0	41	38	1	8	4	2	7	1	2	13	2	3	0	11	0	3	0	1	7	2	10	0	2	2	2	5	1	2	3	0	0	2	0	1	0	0	3	1	8	0	2	0	1	1	5	0	4	1	1	0	1	1	1	0	1	0	0	0	4	2	0	0	5	0	0	4	1	0	1	0	2	1	0	4	0	0	0	2	2	0	0	2	1	0	1	0	0	2	0	0	0	0	1	0	0	0	1	0	2	1	1	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	1	0	1	1	0	0
919	1392	163	437	94	341	141	171	110	123	45	63	46	27	40	163	82	24	46	35	13	20	7	11	3	4	0	67	61	2	18	4	4	17	6	1	20	5	2	2	16	1	4	1	6	10	4	22	8	16	5	7	8	2	4	10	0	1	3	4	2	4	1	10	0	9	1	2	2	2	0	5	0	14	1	0	6	1	3	2	0	3	1	1	0	3	2	0	0	7	0	0	1	3	1	0	1	7	0	0	7	1	0	2	2	0	0	5	2	3	0	1	0	0	2	1	1	1	1	2	1	0	2	0	0	3	1	1	1	0	0	0	1	0	2	1	0	1	1	0	1	1	0	0	2	0	0	7	2	0
99	168	22	49	10	46	13	21	13	18	6	10	4	1	3	21	4	1	8	5	0	2	1	2	0	0	0	8	7	1	4	0	1	3	1	0	2	1	0	0	1	0	0	0	0	0	0	5	1	3	1	0	0	0	0	4	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0
810	1089	136	362	71	326	124	148	95	103	36	46	47	17	27	134	76	16	37	20	10	17	4	7	2	3	1	71	51	5	14	4	6	18	10	1	20	7	4	2	11	1	6	0	0	10	3	19	2	18	7	5	6	2	5	12	2	3	3	2	1	1	0	13	1	5	1	0	4	2	0	2	3	11	1	0	7	1	0	2	1	2	0	0	1	5	1	0	1	6	2	0	2	3	1	1	0	4	0	2	3	3	1	1	0	1	0	6	0	2	0	2	0	1	1	1	1	1	0	1	1	0	1	1	0	7	0	0	1	2	0	0	0	0	0	1	1	3	1	3	1	1	0	0	3	0	1	2	2	0
39	52	10	22	8	16	7	7	4	4	1	3	2	1	2	1	2	2	1	2	0	0	0	0	0	0	0	5	1	1	0	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57	79	11	26	3	18	5	9	10	4	4	5	1	2	2	8	2	2	2	3	1	0	0	0	2	0	0	6	4	1	0	0	1	1	2	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
108	133	24	41	9	51	19	23	9	17	2	2	4	1	6	18	4	1	4	1	1	3	1	2	1	1	0	6	6	0	0	1	0	5	1	1	5	0	0	0	1	0	0	0	0	3	1	4	2	2	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
79	115	16	31	5	27	10	13	15	9	5	7	5	1	5	18	4	3	0	3	0	1	0	2	0	0	0	5	2	0	0	1	1	2	1	0	4	1	0	0	3	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	6	1	3	0	2	1	0	1	0	0	1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
225	313	51	103	18	85	29	43	31	34	15	15	10	2	8	38	14	4	5	8	5	6	0	2	1	1	0	14	15	0	3	4	4	8	1	0	7	1	1	0	4	2	5	1	1	0	2	4	0	6	2	0	1	0	1	1	0	0	1	1	0	0	0	2	0	1	1	1	1	0	0	3	0	3	1	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	2	0	0	1	0	2	0	1	0	2	1	0	1	0	1	2	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0
11	15	2	1	3	1	2	3	0	0	1	1	2	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
464	685	99	225	40	200	62	93	57	51	23	35	26	7	16	110	35	9	21	16	3	9	2	9	0	3	3	35	29	2	8	4	4	11	5	1	14	7	0	0	5	0	4	0	0	6	5	10	4	4	1	4	3	1	4	8	0	0	0	1	0	2	1	5	0	3	0	2	0	1	0	3	1	8	1	1	3	0	1	1	0	0	1	0	2	2	3	0	0	6	1	0	1	1	1	2	0	2	1	0	3	0	1	0	1	0	0	1	1	2	1	0	0	0	3	2	3	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	2	0	0	6	0	0	0	0	1	0	1	0	0	2	0	1
102	141	22	43	14	39	18	16	7	14	4	4	4	1	5	19	6	2	3	2	2	4	2	1	0	0	0	11	7	1	2	2	0	0	1	0	2	0	0	0	1	0	2	1	0	2	0	0	0	1	0	2	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
306	398	53	131	26	108	41	54	34	32	7	18	13	7	13	47	24	5	6	10	2	7	2	2	0	2	0	16	20	1	6	4	2	9	0	0	8	3	0	0	4	0	0	1	0	2	1	8	1	5	2	1	3	0	1	5	0	0	0	0	0	1	0	5	2	2	1	0	0	1	0	2	0	3	0	0	0	0	1	0	0	1	0	0	1	1	1	0	1	3	0	0	1	0	0	0	0	5	2	0	0	0	0	0	1	0	0	1	4	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0
21	38	6	7	0	10	1	2	2	5	2	1	2	0	2	3	1	0	1	0	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	15	3	7	1	2	0	2	0	0	0	1	0	1	2	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	46	14	18	5	14	4	13	5	7	2	5	2	2	2	8	5	0	1	0	1	0	0	0	1	0	0	3	1	0	0	1	0	2	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68	87	6	30	11	28	10	12	9	7	4	9	3	0	1	10	9	2	3	2	0	1	1	0	0	0	0	11	3	1	2	0	1	5	0	0	1	1	1	0	1	0	0	0	1	1	1	0	1	0	0	0	2	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
11	14	3	6	1	4	4	2	2	1	1	3	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
