2540	312	644	482	3383	100	1733	470	629	2887	66	390	953	1191	224	179	1146	1023	1	183	154	53	227	113	248	115	267	35	20	72	133	132	25	135	112	95	70	17	16	77	110	21	32	3	116	31	34	112	1	52	7	15	4	39	25	27	18	3	28	5	30	8	69	35	48	37	41	32	24	1	3	12	5	5	10	23	9	4	10	0	9	17	19	30	9	22	11	8	13	7	14	12	7	6	0	1	3	11	5	11	7	17	2	4	6	7	5	0	5	14	11	10	8	7	15	2	9	0	8	1	7	1	8	2	1	2	2	15	4	2	2	0	1	11	1	3	3	12	1	7	2	1	1	0	1	1	0	3
4631	556	1149	906	6226	139	3139	794	1023	5194	133	710	1710	2237	394	366	2035	1799	5	434	266	103	420	202	469	160	444	83	37	98	231	281	37	224	228	169	140	37	29	165	183	44	61	3	219	55	60	219	2	100	25	49	11	53	44	73	35	5	40	9	53	31	110	34	93	47	79	37	35	6	6	18	6	3	11	38	13	6	16	1	9	45	20	52	12	27	12	17	21	21	20	23	10	10	3	7	3	15	7	24	14	24	9	13	11	22	12	1	3	18	17	18	13	11	22	15	14	0	7	4	17	0	15	2	2	4	4	27	10	10	3	1	3	20	14	2	3	17	2	7	6	1	13	0	14	0	0	9
381	58	86	82	553	8	240	79	79	407	9	49	147	189	38	31	145	161	1	29	23	9	39	16	29	20	38	5	4	10	17	18	4	15	21	13	11	3	3	21	18	1	10	0	12	6	4	21	0	6	1	5	2	6	3	7	0	0	4	0	3	3	12	3	8	3	4	5	3	0	1	4	1	2	2	2	1	0	2	0	0	1	4	2	2	2	3	2	2	2	1	2	0	0	0	0	0	4	1	3	1	2	1	0	0	2	3	0	0	1	3	3	5	0	1	0	0	0	1	0	0	0	1	1	0	0	0	2	0	0	1	0	0	3	0	2	0	0	0	0	0	0	0	0	1	0	1	0
1138	117	281	218	1498	28	796	199	268	1278	31	193	421	559	98	83	483	427	1	109	70	26	81	52	115	45	114	15	11	18	57	59	10	63	55	41	35	3	5	44	62	7	25	3	54	13	14	57	1	24	8	8	0	17	7	11	14	1	7	1	8	9	30	11	30	9	15	6	7	1	0	5	1	2	5	6	4	1	5	0	4	8	5	5	2	11	4	3	6	6	4	5	4	3	1	0	2	4	0	5	3	3	3	1	3	4	3	1	0	8	0	1	5	1	4	0	5	2	0	1	2	0	2	0	2	1	2	9	5	2	0	0	2	4	1	4	1	2	0	2	0	0	1	0	0	3	1	1
392	57	110	79	492	12	271	87	88	418	8	65	154	203	39	37	164	137	0	32	27	10	46	14	31	18	47	5	3	13	25	23	9	12	13	12	12	0	2	17	17	7	8	0	21	5	1	23	0	12	3	2	1	6	6	4	6	0	3	0	4	1	11	2	10	6	4	4	1	0	1	0	0	1	2	4	0	1	1	0	0	3	0	4	2	5	1	1	4	2	1	2	1	0	0	0	1	0	1	3	0	3	2	2	1	1	0	1	0	1	1	2	0	1	4	0	2	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	5	1	0	2	1	0	0	0	1	0	0	0	2	0	1
185	26	53	44	242	10	145	27	47	233	3	38	74	98	19	7	80	75	0	18	11	7	21	5	23	8	15	1	4	5	7	9	1	11	13	4	10	3	0	7	3	0	0	0	12	4	2	10	1	2	1	1	1	7	1	3	1	0	2	0	1	2	8	6	4	2	2	5	0	0	0	0	0	0	0	1	1	0	0	0	1	3	0	3	0	4	0	2	1	3	3	1	0	1	0	0	0	1	0	1	1	0	1	0	1	2	0	0	0	1	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
510	42	123	85	628	20	296	73	93	559	11	67	152	216	50	44	206	185	0	31	28	10	44	14	44	16	41	10	3	9	22	25	3	19	26	17	17	4	3	21	25	1	5	0	25	6	6	18	2	10	2	10	0	4	3	9	8	0	4	0	6	3	16	1	13	4	7	1	6	0	0	2	1	1	1	4	1	0	2	0	1	4	3	7	1	4	3	2	4	3	1	2	0	1	1	0	0	2	0	2	0	1	1	1	2	1	1	0	0	1	2	2	1	0	4	2	1	0	1	0	2	0	1	1	0	0	1	8	1	2	1	0	3	2	0	2	0	2	1	1	0	0	1	0	0	0	0	1
302	26	75	64	408	6	189	51	84	339	8	57	134	147	26	33	147	121	0	24	19	5	30	13	39	6	28	0	1	8	13	20	3	17	16	7	11	4	2	6	15	3	2	0	11	1	3	15	0	7	0	3	0	2	0	2	3	0	5	0	4	2	10	0	5	3	5	1	0	1	1	0	0	1	1	2	0	0	2	0	0	2	1	5	0	2	3	0	2	2	2	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	1	0	2	1	3	0	2	1	1	0	0	0	3	0	0	0	1	0	3	0	0	0	2	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0
1301	144	325	240	1627	47	830	238	269	1362	37	183	477	628	136	92	524	464	2	111	66	33	104	46	125	50	135	16	21	25	73	81	13	85	73	29	43	6	6	47	51	23	23	1	45	20	13	73	1	22	8	7	0	10	8	20	9	1	19	1	10	3	32	9	18	13	19	5	7	2	1	5	2	3	3	7	2	0	8	0	5	9	7	16	2	8	6	4	7	5	7	5	3	0	3	0	0	4	4	6	2	7	4	0	7	3	2	0	1	5	3	6	7	3	7	2	6	3	3	1	3	0	13	0	1	0	3	10	2	0	2	0	2	7	4	3	0	6	0	4	0	1	1	0	1	1	0	1
131	14	33	28	164	1	105	30	35	139	3	22	47	66	6	13	53	55	0	9	12	2	12	1	12	4	8	2	3	4	4	8	0	2	6	6	5	1	2	2	5	0	4	0	5	3	4	9	0	2	0	2	1	2	2	1	1	0	2	0	0	1	3	0	4	3	2	0	0	0	0	1	0	0	0	3	0	0	1	0	0	1	0	0	0	3	0	0	0	0	1	2	0	0	0	0	1	0	1	0	0	2	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0
151	15	38	31	190	5	115	24	34	165	3	26	52	69	14	8	74	54	0	11	12	2	17	4	13	6	22	2	1	4	7	8	0	10	11	3	4	4	0	8	12	1	0	0	8	3	0	9	1	3	0	2	1	2	4	2	0	0	3	0	0	1	5	1	3	1	4	2	0	0	0	1	1	0	1	1	2	0	1	0	1	0	0	1	0	1	1	0	0	2	1	0	0	0	0	0	0	1	1	2	0	0	0	1	0	1	0	0	0	0	0	1	1	0	3	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
