230	85	8	76	88	3	35	228	52	45	3	35	144	8	96	17	7	1	10	3	1	11	10	2	11	21	0	11	4	2	0	2	3	0	5	6	0	1	0	1	6	3	2	9	0	7	8	2	0	1	10	2	4	2	1	4	1	1	0	0	0	1	1	1	1	1	0	2	2	5	1	0	1	0	1	0	0	0	0	0	0	0	0	5	0	2	1	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	1	0	1	0	0
11027	3945	266	4033	4257	96	1381	10866	2758	1810	94	1266	5601	356	4529	540	203	76	441	60	78	307	444	39	479	907	2	532	312	80	84	44	165	24	344	296	86	195	5	144	259	168	83	572	34	215	407	49	37	23	324	36	167	36	25	91	88	73	0	70	0	60	42	78	30	39	10	52	48	175	2	7	17	1	75	25	20	8	19	14	2	17	1	127	0	86	16	3	2	3	15	56	15	36	48	27	1	0	40	15	65	3	86	22	3	2	2	25	9	0	1	9	2	36	0	45	4	18	8	53	2	3	6	2	24	11	1	17	13	1	34	4	13	10	10	4	19	14	5	12	32	0	10	35	2	19	1	2	17	8	9	7	2	5	0	3	1	9	1	2	40	24	0	11	0	1	2	2	25	12	0	6	16	2
5575	1940	132	2028	2120	51	676	5402	1412	969	35	639	2843	184	2255	239	138	34	209	34	46	142	209	24	252	417	0	274	165	39	35	21	75	9	146	152	34	96	6	99	146	92	48	308	14	121	191	29	21	19	160	32	62	21	5	31	53	33	1	16	0	32	27	52	18	16	8	34	23	76	1	2	11	0	38	18	13	4	10	5	0	4	1	79	0	47	9	2	1	1	10	35	7	22	18	17	0	1	20	4	26	0	37	10	0	1	3	7	2	0	1	4	1	17	0	22	3	9	6	30	0	3	3	1	12	1	0	8	7	1	14	4	8	1	8	3	10	3	1	3	19	0	12	24	1	8	0	0	4	1	8	4	2	2	0	1	0	1	1	1	18	4	0	7	1	1	0	1	10	1	1	2	4	2
257	86	5	101	85	4	36	210	63	39	0	23	99	6	101	14	3	3	7	1	2	6	10	1	14	12	0	10	3	2	2	0	2	2	2	8	2	3	0	2	3	9	0	19	2	3	7	0	0	0	10	3	2	1	0	1	2	2	0	1	0	0	1	1	1	1	0	0	0	3	0	0	0	0	0	2	2	0	0	0	0	0	0	3	0	2	0	0	0	0	4	2	0	0	2	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	3	0	3	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
2396	852	63	896	933	23	298	2347	584	389	18	284	1240	72	958	103	65	17	101	13	18	61	74	10	76	182	0	114	69	19	19	11	41	7	66	61	11	36	1	29	48	36	22	147	9	47	64	15	11	4	69	7	31	12	6	13	18	11	0	8	0	10	17	16	7	6	4	16	5	33	0	1	2	0	22	0	3	1	8	1	0	2	0	43	0	19	1	1	0	2	3	12	0	4	8	4	0	1	5	2	11	0	20	5	0	0	3	3	0	0	1	2	0	7	0	9	1	5	2	14	0	0	2	0	5	1	0	2	4	0	6	0	1	0	2	0	2	2	1	3	5	0	3	10	0	8	0	0	1	1	4	0	1	0	1	3	0	1	1	0	11	4	0	2	0	0	1	0	8	1	0	0	0	0
3823	1332	86	1353	1466	55	475	3705	954	648	30	408	1917	107	1536	173	70	27	140	23	25	117	156	8	155	313	6	158	96	28	25	17	67	7	116	112	22	63	1	56	102	66	33	206	10	73	118	17	20	12	95	14	45	9	14	33	27	24	0	14	1	20	13	30	10	8	2	26	12	69	1	1	8	0	19	11	4	2	5	1	0	3	0	48	0	26	9	5	0	0	6	22	3	13	17	8	0	1	15	1	22	0	24	5	0	2	0	6	1	0	0	4	1	15	1	14	3	8	1	22	0	0	2	1	8	0	1	3	3	0	7	4	3	3	7	1	5	2	0	3	6	0	7	11	1	7	0	1	2	0	4	1	1	2	0	0	0	3	1	1	14	4	0	2	0	0	0	0	6	2	0	4	4	0
6038	2191	142	2263	2346	64	711	6019	1471	1085	41	691	3058	176	2416	269	118	44	221	46	37	143	246	23	220	442	3	276	161	43	38	22	92	14	168	162	40	113	4	74	140	104	47	335	11	140	222	39	36	22	197	35	107	21	8	45	47	33	2	39	1	29	27	44	16	19	6	26	23	82	3	3	8	3	43	11	6	3	16	8	1	5	0	69	0	46	6	6	1	2	8	30	4	18	22	14	0	1	16	4	32	4	44	9	4	1	4	17	4	0	2	1	3	16	0	27	4	12	6	32	0	3	7	2	14	4	2	10	13	0	11	3	12	4	7	2	13	7	3	6	20	0	15	34	3	7	1	1	10	1	7	2	3	0	0	2	1	4	0	1	29	7	4	2	0	1	0	0	16	6	0	0	7	2
7737	2787	218	2842	2903	84	1041	7527	2028	1418	58	845	3978	239	3164	351	165	53	324	51	75	215	277	33	309	590	3	367	226	61	53	38	118	17	227	208	50	128	3	104	181	102	61	428	26	182	272	46	40	13	235	24	111	30	14	61	62	41	0	31	1	52	34	66	14	32	8	47	25	95	6	7	13	0	61	18	19	6	15	9	2	11	2	103	0	48	16	4	1	1	16	33	16	25	31	14	2	3	26	6	53	1	46	15	0	1	4	13	5	0	1	4	2	27	0	21	5	16	3	39	0	2	2	2	17	3	0	13	16	0	23	3	12	5	7	2	11	5	1	14	32	0	14	22	1	8	1	1	5	3	9	4	1	2	0	4	1	5	1	3	35	16	1	6	0	0	1	0	27	8	0	5	10	1
4641	1551	115	1622	1640	51	541	4422	1124	746	41	512	2347	135	1766	185	84	34	200	36	31	114	184	18	202	338	0	201	115	32	21	17	70	12	135	131	32	68	2	64	134	68	37	213	14	93	159	15	19	10	141	20	85	21	7	27	32	28	0	23	0	19	19	30	11	16	4	34	18	74	1	4	9	0	36	11	10	2	10	3	3	1	3	67	0	30	1	0	0	3	5	26	7	6	14	9	0	1	13	5	19	1	28	10	0	1	3	5	3	0	0	1	0	16	0	18	3	6	7	25	0	3	2	2	12	1	0	9	13	0	13	0	3	6	6	4	10	2	0	6	9	0	5	20	0	11	0	0	3	0	4	3	3	2	0	0	0	1	0	3	20	2	0	6	0	0	2	2	17	1	0	1	3	1
1544	585	38	566	574	8	186	1494	363	256	14	184	781	40	611	47	25	2	53	11	10	44	62	10	70	120	0	63	51	13	11	5	16	3	49	44	8	29	2	22	41	21	9	83	2	25	51	8	6	5	43	5	20	5	4	10	14	4	0	8	0	7	6	9	5	4	2	6	8	16	0	0	1	0	11	5	1	0	0	0	0	1	0	15	0	10	3	1	1	0	1	6	2	5	9	2	0	0	5	0	6	0	12	7	0	1	3	1	3	0	1	1	0	8	0	5	0	1	3	7	1	0	0	0	5	0	0	2	4	0	6	1	3	1	4	2	2	1	1	0	1	0	2	7	0	4	0	0	0	2	3	2	0	0	0	0	0	1	1	0	8	2	0	0	0	0	0	0	3	3	0	2	2	2
914	294	14	333	359	4	112	873	218	146	6	90	427	25	311	39	14	4	24	4	8	21	25	4	50	54	0	43	20	4	2	3	12	2	23	17	4	9	0	14	26	16	3	43	0	20	27	11	3	1	20	6	16	4	3	4	8	5	0	5	0	5	4	5	2	2	1	5	2	14	1	0	1	1	5	2	0	1	3	1	1	2	0	16	0	10	2	0	0	0	0	4	2	3	5	3	0	0	2	1	6	0	7	1	1	1	0	1	1	0	0	0	0	4	0	2	0	3	1	9	0	0	0	0	6	0	0	0	2	0	3	0	2	0	0	1	1	0	0	0	2	0	0	3	0	2	0	0	0	0	1	0	0	0	0	0	0	3	0	0	3	1	0	0	1	0	1	0	1	3	0	2	1	1
153	54	6	47	48	2	14	123	28	24	0	17	78	4	53	7	3	0	10	0	0	4	4	0	5	14	0	11	1	2	0	0	2	0	3	2	1	4	0	2	5	2	0	8	0	4	6	1	0	0	9	1	1	0	0	1	5	0	0	0	0	0	0	1	1	1	0	1	0	2	0	1	0	0	1	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
262	104	10	85	107	3	33	268	62	57	1	28	125	8	114	17	3	0	9	0	1	7	5	0	11	20	0	12	9	4	1	0	3	0	8	10	1	3	0	3	3	2	1	12	1	9	9	0	1	1	4	0	5	3	0	5	1	1	0	1	0	1	0	3	0	1	0	3	0	4	0	0	1	0	3	0	1	1	1	1	0	0	0	4	0	1	0	2	0	1	0	1	1	1	2	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
63	18	1	30	30	0	5	62	15	8	0	9	37	2	31	4	0	1	2	0	0	5	6	2	3	5	0	3	0	2	0	0	2	0	2	3	0	1	0	2	2	0	0	1	0	0	1	0	0	1	2	1	2	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
270	96	9	97	78	1	36	228	55	35	2	27	130	10	89	8	5	0	9	1	3	11	10	1	4	14	0	6	4	1	3	1	5	1	5	6	3	4	0	2	5	5	1	3	1	6	8	2	4	0	4	0	5	1	0	2	2	1	0	1	0	2	2	2	0	1	0	1	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	2	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0
140	54	1	51	64	1	16	140	29	30	0	19	71	3	49	10	1	0	3	2	0	4	6	0	6	9	0	4	5	1	1	1	1	0	1	3	2	1	0	2	8	0	2	5	0	4	9	0	1	0	6	1	1	0	0	1	2	0	0	0	0	0	1	2	0	0	0	1	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
811	252	23	294	296	7	110	812	195	131	11	84	390	17	329	31	16	2	31	7	7	27	33	0	26	62	0	41	24	5	8	3	17	2	21	19	5	8	2	11	24	13	7	36	4	12	26	10	5	5	15	2	11	2	1	6	5	3	0	4	0	3	3	7	3	4	1	4	3	12	0	0	1	0	3	5	2	0	2	0	0	1	0	9	0	6	2	1	0	0	1	2	0	1	2	0	0	0	2	1	7	0	5	0	0	0	1	2	0	0	0	1	0	0	0	4	0	1	1	8	0	0	0	2	1	2	0	3	1	0	0	0	1	0	0	1	2	0	0	0	4	0	1	4	0	3	0	0	1	1	2	0	1	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	5	4	0	0	1	2
704	284	16	248	262	12	91	745	205	118	8	90	371	25	323	38	9	3	27	4	6	21	24	2	46	62	1	37	25	4	5	3	13	3	19	16	3	17	1	9	17	8	7	35	0	17	24	3	3	0	23	5	11	3	2	6	4	6	0	1	0	2	3	3	2	0	0	3	5	5	0	2	0	0	3	4	1	0	4	2	0	1	0	13	0	13	2	0	0	1	2	4	0	0	6	5	1	0	5	0	1	0	5	2	0	0	0	3	1	0	0	0	0	2	0	1	1	2	0	4	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	4	3	0	1	2	0	2	0	0	0	0	1	1	1	0	0	0	0	0	0	1	5	0	1	0	0	0	0	0	1	1	0	0	1	1
2224	826	47	774	867	14	275	2148	520	380	17	240	1190	67	863	90	47	13	90	11	25	64	98	11	110	167	4	103	64	9	13	9	32	3	67	55	13	46	2	25	56	40	19	105	5	61	93	9	14	6	66	10	30	2	1	13	22	17	0	12	0	11	13	13	4	8	3	13	8	31	0	0	5	0	12	3	5	0	7	2	0	2	0	22	0	13	4	1	1	1	3	8	2	7	8	12	0	0	6	2	8	0	12	4	0	1	0	3	3	1	0	1	0	8	0	8	1	4	1	12	0	0	3	1	6	2	0	5	5	0	6	0	2	1	2	3	4	1	0	1	5	1	1	6	1	2	0	0	1	1	2	2	0	0	0	1	0	2	0	1	6	3	0	3	0	0	1	1	9	4	0	2	8	2
603	230	14	226	223	4	78	595	158	107	1	71	321	17	253	39	9	4	14	4	6	15	26	2	31	52	0	20	14	6	4	5	9	0	22	21	3	8	0	13	6	9	2	35	1	8	26	2	3	2	25	6	7	2	0	8	4	6	0	2	1	5	1	4	3	0	0	1	2	5	0	0	1	0	5	1	1	0	3	2	0	0	0	6	1	5	1	0	0	1	1	4	0	4	2	0	0	0	3	0	7	0	2	1	0	1	1	1	0	0	0	0	0	3	0	1	0	1	1	2	0	0	0	1	3	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	4	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	4	1	0	1	0	0	0	0	1	0	0	0	0	0
