46	955	557	295	510	170	252	181	66	410	93	37	54	47	47	4	12	33	163	64	51	12	2	2	30	38	5	12	15	5	0	1	32	3	8	4	1	4	4	2	6	7	2	9	3	3	7	4	11	3	3	0	6	0	15	10	24	9	3	8	0	1	12	17	10	7	0	1	0	2	2	7	6	0	22	3	1	15	6	2	1	1	1	5	11	1	2	0	0	0	5	6	3	7	3	3	0	0	1	0	3	0	1	1	0	4	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	4	0	0	2	2	0	0	0	0	0	4	1	2	0
209	4340	2744	1248	2497	838	1197	982	301	1820	480	155	303	257	231	10	42	139	759	216	230	49	5	18	161	186	23	40	68	28	7	13	149	19	21	20	11	30	22	7	23	22	14	49	7	10	13	21	31	26	42	29	26	1	64	27	94	69	30	28	0	0	69	88	36	18	10	8	5	19	5	35	33	18	97	13	1	56	27	10	8	2	2	8	62	1	7	1	3	9	14	16	20	19	14	9	4	4	1	0	33	5	2	0	1	7	9	10	5	1	3	3	2	2	5	1	8	0	2	0	1	7	1	0	2	16	6	5	5	9	4	1	4	1	3	3	2	2	2	14	10	8	0
267	4874	2888	1448	2663	883	1240	1001	364	1920	532	166	335	299	216	7	39	140	797	242	258	51	7	20	146	192	23	44	64	31	11	14	151	32	23	22	9	29	20	7	36	12	25	48	13	14	17	20	26	18	37	23	20	1	59	35	96	83	30	26	0	1	90	93	51	30	9	7	4	20	7	29	42	21	92	17	0	43	29	5	8	17	7	8	51	1	10	3	1	1	18	25	12	17	15	12	2	6	3	1	29	4	3	2	0	9	6	9	7	5	1	5	0	1	7	1	9	0	4	0	0	4	3	3	0	23	8	8	3	2	5	1	2	1	3	3	4	0	2	21	4	9	4
107	1773	1097	545	1097	336	506	395	134	740	211	66	120	99	83	7	10	39	286	95	107	18	3	10	56	77	10	17	33	11	4	6	49	13	11	6	5	9	8	2	11	4	6	15	2	3	17	7	16	9	24	8	8	0	26	13	28	33	14	13	0	0	19	28	16	11	3	2	0	11	1	14	12	13	39	9	0	21	9	4	5	6	3	3	34	1	5	0	0	0	3	5	3	8	6	4	3	3	1	0	15	2	1	1	0	3	3	2	0	1	1	1	1	1	1	0	2	0	1	0	0	0	0	0	0	8	3	1	3	2	0	0	0	3	1	0	0	0	2	8	4	4	1
271	5344	3229	1600	3015	1036	1355	1139	381	2093	651	187	344	310	297	13	45	180	869	286	280	59	2	23	180	216	32	50	71	25	14	19	185	32	33	24	14	36	24	12	43	25	17	63	5	21	22	27	49	25	70	29	36	2	61	25	101	75	32	27	0	1	99	93	43	25	11	12	7	23	2	41	48	24	111	13	2	45	26	10	10	11	6	11	68	1	10	2	4	5	13	25	17	24	27	17	5	1	3	0	36	8	5	1	0	12	8	10	6	0	3	3	1	4	7	2	5	0	1	0	1	3	6	1	0	24	12	15	9	8	5	3	4	2	3	3	1	2	2	16	7	7	6
246	4991	2929	1513	2781	891	1273	1034	364	1965	564	156	317	318	239	5	44	144	762	224	241	42	3	27	167	185	26	46	56	25	11	16	138	21	22	14	12	27	13	15	22	17	18	40	7	20	15	23	31	22	43	23	27	1	73	28	87	75	26	31	1	1	86	83	50	26	7	6	4	26	4	27	33	16	91	13	4	53	32	3	7	5	4	9	65	2	5	0	4	2	22	22	13	17	25	18	4	3	2	0	25	6	3	1	0	10	9	11	7	0	8	4	0	2	5	3	2	0	3	1	1	4	3	3	0	25	9	2	3	7	5	3	5	3	2	5	2	1	1	8	8	12	4
60	956	586	261	529	191	258	185	65	429	105	43	77	67	45	1	7	32	165	47	44	10	1	4	35	40	5	11	9	4	0	1	24	3	8	4	1	12	6	1	4	4	3	6	1	3	3	6	3	6	6	5	7	0	11	11	26	8	8	1	0	1	19	14	11	6	3	1	0	6	1	9	4	2	26	2	0	5	13	0	2	1	1	0	8	0	1	1	0	1	5	1	4	4	0	6	1	0	0	0	8	0	0	0	0	2	5	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	2	1	2	0	0	1	0	0	0	1	0	1	2	3	1	1
6	235	117	54	125	53	52	46	15	88	23	4	12	15	8	0	0	9	35	12	6	3	2	0	5	7	1	6	3	0	1	0	9	4	0	0	0	2	1	0	1	1	2	5	0	1	0	0	1	0	1	2	0	0	2	2	5	2	0	4	0	0	2	1	3	1	1	0	0	2	0	1	3	0	3	0	0	2	2	1	0	2	0	0	2	0	0	0	1	0	4	1	0	0	3	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	1	0	0	1	1	0	0
15	318	200	93	197	52	76	61	17	149	30	14	21	22	10	0	3	12	55	21	24	4	1	2	20	10	1	1	4	2	1	1	12	0	2	2	1	4	1	0	2	0	0	1	0	0	0	1	3	2	4	2	5	0	2	0	10	5	1	1	0	0	6	6	2	2	2	0	0	3	0	0	2	2	4	2	0	5	3	1	3	2	1	2	8	0	0	0	0	0	0	1	0	0	2	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	1	0	0	1	0	0	3	0	0	0
16	314	212	103	159	68	75	66	25	119	27	10	17	22	6	1	5	8	47	22	9	2	0	2	12	18	1	0	5	5	1	3	12	3	3	0	3	4	2	0	2	3	1	5	1	3	2	1	1	2	1	1	4	0	5	5	4	3	7	1	0	0	8	6	5	2	0	1	0	1	1	2	3	0	5	2	0	4	2	0	1	0	0	2	4	0	2	0	0	0	0	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
