"Year"	"Experiment"	"Geom_mean"	"Synthetic_exporter"	"Synthetic_importer"	"Empirical_exporter_filtered"	"Empirical_importer_filtered"	"Empirical_exporter_unfiltered"	"Empirical_importer_unfiltered"
1962	1	0.0504123508885716	0.0811213504683615	0.031328437056822	0.523809735313778	0.420981295731239	0.000221168281051827	0.000151654336620627
1962	2	0.00778253671949413	0.00534233331687797	0.0113373453503777	0.523809735313778	0.420981295731239	0.000221168281051827	0.000151654336620627
1962	3	0.0353250005787533	0.0145144874560615	0.0859731127031838	0.523809735313778	0.420981295731239	0.000221168281051827	0.000151654336620627
1962	4	0.0122564600463089	0.00106258823086413	0.141372554770912	0.523809735313778	0.420981295731239	0.000221168281051827	0.000151654336620627
1962	5	0.0968516446628383	0.519215085463064	0.0180661951790767	0.523809735313778	0.420981295731239	0.000221168281051827	0.000151654336620627
1962	6	0.101992771881932	0.0519995090770294	0.200050456260078	0.523809735313778	0.420981295731239	0.000221168281051827	0.000151654336620627
1962	7	0.00283727475178222	5.29119887498062e-05	0.152141853052733	0.523809735313778	0.420981295731239	0.000221168281051827	0.000151654336620627
1962	8	0.0112194224325797	0.0042559779314385	0.0295761495356552	0.523809735313778	0.420981295731239	0.000221168281051827	0.000151654336620627
1962	9	0.0487817355690316	0.00516982054013946	0.460297936195427	0.523809735313778	0.420981295731239	0.000221168281051827	0.000151654336620627
1962	10	0.00040815080852646	0.000573661456839269	0.000290392670650484	0.523809735313778	0.420981295731239	0.000221168281051827	0.000151654336620627
