21;21;23;11;10;-6.2709884318583;-6.2709884318583;-5.57784125129835;-4.6615505194242;-2.1766438696362;-5.57784125129835;-0.714160370158762;-5.2939993554581;2.63184255070735
42;30;37;14;11;-7.22183582528845;-6.5286886447285;-5.83554146416856;-5.02461124795223;-2.21120053119219;-6.12322353662034;-0.772946431141592;-5.74804688014389;2.95018213896824
62;42;55;16;13;-8.01466637046494;-6.91605408179683;-6.22290690123689;-5.27434690879395;-2.62103882411258;-6.91605408179683;-0.867107099275488;-6.11805855614618;3.27500778282977
83;52;73;18;14;-8.58091888229678;-7.19462452117689;-6.50147734061695;-5.58518660874279;-2.54066417101937;-7.19462452117689;-0.943202449631984;-6.40403465579491;3.44924896618392
103;60;87;20;15;-8.93181623730917;-7.54552187618928;-6.85237469562933;-5.75376240696122;-2.45792554095689;-7.14005676808111;-0.989453999634833;-6.67867208284386;3.63551497205444
123;65;103;22;15;-9.26945797645927;-7.88316361533938;-7.07223339912305;-5.86826059479712;-2.48953606898702;-7.88316361533938;-0.983188523676206;-6.83901195280478;3.71974803323711
143;75;118;26;19;-9.54136924893133;-8.44275696026322;-7.74960977970327;-6.54563697537734;-2.55850649746239;-8.15507488781144;-0.923426154414949;-7.45453207046209;4.23542357723517
163;84;135;26;21;-9.81054955687686;-8.71193726820875;-7.86463940782155;-6.63249572652891;-2.58216110530326;-8.42425519575697;-0.997557324906893;-7.62611690329307;4.45111405035479
184;93;157;29;21;-10.1124916106966;-9.01387932202851;-8.03305006901678;-6.85439507267513;-2.5196213228518;-8.72619724957672;-1.06796972341537;-7.79916617458399;4.50937848253071
207;98;172;32;21;-10.2949889536269;-9.1963766649588;-8.21554741194707;-6.9627844434517;-2.50802195101203;-9.1963766649588;-1.09570952901015;-7.94694415072495;4.59455643301602
227;109;189;36;25;-10.4834940301193;-9.79034684955934;-8.53758388106397;-7.39245157676097;-2.49325584439892;-9.38488174145117;-1.09383661036945;-8.36263782574485;4.77330275163301
