2	31	18	7	15	6	7	5	3	12	2	1	1	0	1	0	2	0	3	3	1	1	0	0	1	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	121	96	37	63	25	31	27	5	63	14	6	6	12	10	0	0	7	21	4	11	1	0	1	7	2	0	2	2	3	0	0	4	0	1	0	0	0	1	1	1	0	2	0	0	1	0	0	0	2	1	2	0	0	2	1	3	2	2	1	0	0	2	2	2	2	1	0	0	0	1	1	0	1	3	0	0	2	1	0	1	0	1	0	3	0	0	0	0	1	2	1	1	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
8	137	87	46	74	29	40	35	12	67	22	4	9	10	6	1	3	5	29	6	8	1	1	1	5	6	0	0	0	2	0	0	3	0	1	1	0	1	0	0	1	0	1	0	0	0	0	1	2	0	0	4	0	0	1	1	2	2	1	1	0	0	3	1	3	2	1	0	0	0	0	0	1	2	3	0	0	3	2	0	0	1	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	2	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1
4	48	34	12	42	9	14	8	6	27	3	3	1	2	1	2	0	3	6	2	0	1	0	3	1	1	1	3	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	1	0	1	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	165	98	48	100	31	42	29	15	75	21	0	7	9	9	1	2	2	26	8	6	0	0	1	4	5	1	2	1	1	1	2	6	1	1	2	0	2	2	1	3	1	1	4	0	1	0	0	2	1	1	2	1	1	2	1	4	2	0	0	0	0	4	2	1	1	0	0	0	0	0	1	0	2	1	0	0	0	1	0	1	0	0	0	3	1	0	0	0	0	1	1	0	2	1	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0
8	162	88	40	89	24	39	47	12	44	20	5	10	13	5	0	2	5	20	9	6	5	0	2	7	5	2	1	3	1	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	1	0	2	2	1	1	1	0	2	1	0	0	0	0	0	0	0	1	4	0	1	0	0	2	0	1	0	0	1	0	2	0	1	0	1	0	0	1	1	0	2	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
0	37	18	9	19	4	12	10	0	9	3	0	1	1	2	1	1	3	4	0	2	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	1	1	1	0	1	0	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	9	8	1	5	3	1	2	0	3	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	7	3	1	5	0	2	4	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	10	11	4	5	4	2	3	1	2	0	0	1	1	1	0	0	0	3	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
