18	361	88	38	6	16	2	28	6	17	2	39	48	14	5	22	28	1	3	16	19	3	0	9	1	5	6	2	2	2	6	1	5	10	0	1	4	2	4	7	1	0	13	2	3	3	1	7	3	1	1	1	0	0	0	0	1	4	0	0	0	0	0	3	0	0	0	0	0	1	0	2	0	0	2	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1
7	111	19	11	1	7	0	14	0	8	0	11	17	2	0	3	13	2	1	7	6	1	0	2	2	0	5	2	0	1	4	1	4	5	1	0	1	0	0	1	0	0	3	0	1	1	0	2	0	1	0	1	0	0	0	1	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	259	66	31	1	7	0	35	2	18	9	25	37	8	1	22	28	1	0	6	9	4	2	5	3	1	7	6	2	0	8	0	6	2	1	1	1	1	2	3	0	1	4	4	2	0	0	0	1	1	1	1	1	1	0	0	0	3	0	0	1	0	2	2	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
19	508	102	57	11	16	5	51	9	25	3	57	83	16	2	36	30	1	6	19	19	10	0	8	6	6	10	2	7	0	5	0	14	16	6	5	3	1	2	10	0	0	13	1	9	1	2	3	0	2	1	2	0	1	1	0	1	6	1	1	1	0	0	2	2	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	2	0	0	1	1	3	2	2	1	3	0	1	1	1	0	1	3	0	0	1	0	1	0	0	1	0	1	1	1	1	1	1	1	2	0	0	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	1	0	0	0	0
11	168	38	17	0	10	0	15	2	4	1	16	20	3	1	10	10	0	3	4	6	1	0	1	4	1	1	0	2	0	3	0	6	7	2	0	2	0	1	2	0	0	7	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	32	5	5	1	0	0	3	1	2	0	2	3	0	0	1	4	0	1	0	3	0	0	0	1	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	16	3	1	0	1	0	2	1	1	0	1	3	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	61	13	11	1	3	0	6	2	3	1	5	9	5	1	5	11	0	1	1	3	0	0	1	0	0	2	0	0	0	2	0	2	4	0	1	0	0	0	0	0	0	3	0	1	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3	59	16	4	0	1	0	3	0	4	0	5	5	1	0	2	3	0	0	1	3	1	0	1	0	2	0	1	2	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	32	11	3	0	0	1	3	3	0	1	2	2	0	0	2	2	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
