416	134	16	21	4	76	324	75	156	7	25	1	38	8	2	7	4	29	3	11	1	1	23	0	14	8	2	8	2	11	0	3	17	8	1	1	0	5	7	0	7	1	1	1	0	1	0	3	5	0	3	3	0	1	2	0	6	0	1	1	1	3	1	3	11	3	0	0	4	1	0	1	0	4	0	2	1	0	2	0	1	0	5	0	0	1	0	0	1	0	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	1	1	1	1	1	0	1	0	0	1	0	1	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0
253	95	5	26	1	44	201	56	90	3	23	1	17	8	1	7	6	29	5	10	1	0	9	2	12	3	3	3	3	10	0	1	10	0	0	1	0	2	2	1	4	4	0	2	0	0	1	0	1	0	4	1	2	0	1	0	4	2	0	0	0	1	0	1	2	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	1	0	1	2	1	1	0	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0
83	25	5	3	0	17	72	20	39	1	9	0	4	3	1	1	2	10	1	2	1	0	3	0	4	0	0	0	1	2	1	0	2	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
154	53	2	10	1	25	108	30	48	5	16	0	11	3	0	1	2	6	0	2	0	1	11	0	6	2	0	1	1	4	0	1	1	3	0	0	2	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	2	0	0	0	2	0	0	0	0	1	3	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	14	2	6	0	8	36	7	11	2	4	0	3	0	0	0	0	8	0	1	0	0	0	0	2	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	44	1	8	0	19	80	26	38	2	9	0	11	3	0	2	2	5	2	4	0	1	5	1	5	1	2	1	2	7	1	0	5	0	0	0	0	1	2	0	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	2	1	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
75	20	3	6	0	8	62	13	28	0	7	0	6	1	0	1	0	7	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
120	41	6	9	1	23	80	13	56	3	5	0	9	1	2	1	1	11	1	5	0	0	6	1	2	3	2	1	1	7	0	3	3	1	0	0	0	2	0	0	1	1	0	0	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	4	0	0	0	0	7	5	7	1	1	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	6	1	3	0	3	13	2	8	0	2	0	2	0	0	0	1	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
