647	36	323	23	69	90	106	45	101	38	9	38	19	17	17	27	11	40	2	11	6	9	19	8	3	32	13	6	7	10	2	9	4	2	3	2	1	3	4	2	2	0	4	0	1	0	2	2	2	0	3	13	3	1	0	0	3	2	1	2	0	5	0	1	3	4	4	3	2	0	6	2	1	3	5	0	2	0	0	4	1	7	1	1	5	5	0	1	4	1	0	3	0	2	2	0	0	1	1	0	2	2	1	1	2	1	0	0	0	1	0	0	0	2	0	1	2	0	2	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0
569	35	256	20	51	59	80	28	95	34	10	38	26	22	8	22	14	43	2	11	2	3	25	8	1	20	7	8	4	13	2	8	3	1	2	4	0	8	2	3	1	2	1	1	0	1	0	2	3	0	2	7	15	1	1	0	2	6	1	1	1	1	2	0	4	5	2	2	1	0	2	3	0	1	7	1	1	0	0	2	0	3	3	2	1	0	0	1	2	6	1	1	2	5	2	0	0	0	0	1	0	2	0	0	2	1	0	3	0	0	0	1	3	0	0	0	2	1	0	0	1	1	2	0	0	4	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	1	0
74	2	42	2	11	12	11	5	12	3	2	6	4	3	2	3	0	4	0	3	1	1	1	0	0	2	0	2	0	4	0	2	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65	3	26	2	7	10	14	2	7	3	1	2	3	1	0	0	0	5	0	2	0	1	1	1	0	4	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	1	22	1	6	6	7	2	1	2	1	2	0	0	0	2	2	0	0	0	0	1	5	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	0	7	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131	10	55	4	16	22	13	8	14	9	0	6	6	1	2	9	1	2	0	2	1	0	6	0	0	4	1	0	0	1	0	4	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	2	0	0	0	1	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
34	0	12	1	0	4	6	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	2	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115	5	45	3	12	12	14	5	19	9	1	3	5	1	1	5	2	5	0	0	2	2	5	2	0	5	2	2	2	5	0	2	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60	3	18	1	5	6	12	1	8	2	0	5	0	1	3	0	1	0	1	1	0	0	2	1	0	3	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
