378	76	108	60	66	9	129	201	63	137	13	8	5	1	12	28	48	1	2	2	18	14	8	1	4	2	2	4	2	2	7	0	14	1	3	7	3	3	3	2	0	0	4	0	1	7	0	1	6	0	0	1	1	0	6	3	3	0	3	0	0	1	0	3	6	0	1	0	0	1	0	2	1	1	1	1	3	0	0	4	2	0	0	1	1	1	0	3	0	0	0	1	2	0	1	0	0	0	0	0	0	1	1	0	0	3	1	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0
104	27	42	31	22	1	54	66	29	53	5	3	0	1	2	7	20	0	0	1	10	2	2	0	2	1	2	1	0	0	2	0	5	1	1	2	0	2	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	1	2	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	8	16	5	5	1	11	19	2	15	1	4	0	0	2	5	4	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
90	16	16	10	20	4	39	37	15	28	7	1	0	0	6	6	21	0	1	0	5	1	1	0	1	0	0	0	0	0	1	0	2	0	4	1	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	2	1	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	9	9	5	6	1	11	15	1	14	0	0	0	0	1	3	6	0	0	0	0	2	0	0	2	0	0	0	0	0	2	0	2	0	1	1	1	1	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45	12	16	16	10	0	25	22	11	16	2	2	1	1	2	4	13	1	3	0	1	2	4	0	0	1	0	0	0	0	3	0	3	1	0	1	1	0	0	2	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
14	7	8	0	3	2	9	11	6	8	2	1	0	0	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	29	29	33	15	3	39	64	22	48	9	7	1	1	2	10	17	1	0	0	5	1	5	0	3	1	2	2	0	0	2	0	1	0	0	0	1	0	0	0	0	0	3	0	0	1	0	0	0	0	1	0	1	0	2	1	3	0	0	2	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0
71	13	28	27	23	3	23	48	16	29	3	3	0	0	2	4	15	1	3	0	6	1	1	1	1	3	0	0	0	0	1	0	4	1	1	5	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	2	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141	24	33	31	26	6	44	71	15	47	6	4	1	1	8	11	16	2	2	0	2	3	4	0	1	3	3	1	0	0	3	0	5	0	3	3	0	1	0	1	0	0	0	0	0	1	2	0	3	0	0	0	0	0	3	0	2	0	1	0	1	0	0	0	4	0	1	1	0	0	0	0	1	0	0	1	0	0	0	4	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
