87	42	21	13	10	1	6	2	11	0	1	8	18	5	3	2	8	0	0	1	6	0	0	0	1	1	1	5	2	3	0	13	0	0	1	1	0	0	2	0	1	0	1	1	0	0	3	2	2	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
645	305	134	63	107	9	72	13	41	1	7	87	118	35	27	9	51	2	6	3	43	6	6	3	8	8	1	47	7	13	1	68	3	29	11	9	5	1	9	0	6	8	0	3	0	2	6	4	2	3	1	2	1	1	0	5	1	1	6	2	1	1	7	0	0	0	1	2	0	2	0	1	3	0	3	1	1	2	0	0	0	3	4	0	1	0	2	2	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	3	1	2	2	0	1	1	1	1	0	0	1	0	2	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0
142	63	40	20	36	1	18	5	10	1	2	21	29	12	8	1	11	2	4	2	10	0	1	1	4	2	0	12	4	4	0	15	0	9	1	2	0	0	2	0	1	1	0	4	2	0	1	0	0	0	0	3	1	0	1	2	0	1	1	0	1	0	0	0	0	1	0	2	0	0	1	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
254	134	44	18	44	0	28	5	19	2	4	40	45	24	13	4	11	1	1	3	14	4	3	0	4	1	2	30	3	4	0	25	1	21	1	2	1	2	2	0	2	3	0	1	1	0	3	2	1	2	1	0	1	1	1	3	0	0	0	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	3	0	0	0	0	0	0	2	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
183	78	38	10	23	0	15	2	9	0	2	18	41	3	9	1	15	0	2	2	10	1	3	0	1	3	0	12	2	4	0	15	0	7	2	5	1	1	1	0	1	1	1	1	0	0	2	1	1	1	1	1	1	2	1	5	1	0	0	2	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
171	71	40	17	42	1	18	1	15	0	6	15	46	5	12	4	14	0	0	1	4	0	1	0	6	3	0	8	3	3	0	24	0	8	3	3	1	1	2	0	2	1	2	1	0	1	3	1	1	2	0	2	0	0	0	3	1	1	0	2	1	0	3	0	0	0	0	2	0	0	0	0	1	0	3	1	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
75	43	17	9	19	1	8	2	9	0	0	18	22	2	8	2	3	0	0	0	4	0	1	0	0	3	0	8	3	0	0	14	1	6	1	1	1	0	0	0	2	1	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	26	5	4	6	0	2	2	4	0	0	1	9	3	3	2	3	0	1	1	2	0	0	0	0	1	0	4	0	0	0	4	1	2	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63	34	5	7	16	1	5	1	3	0	1	4	19	4	4	1	3	1	0	0	5	1	2	0	1	1	0	5	0	1	0	13	0	4	0	0	2	0	2	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
