51	190	171	90	32	220	58	43	3	6	2	22	1	29	50	4	49	12	2	5	5	1	1	2	6	0	8	16	8	2	8	3	17	1	0	19	3	2	0	0	3	1	1	0	2	5	1	1	3	1	4	1	2	2	5	5	0	3	3	1	1	0	2	0	4	1	1	3	1	1	1	0	1	2	1	0	1	2	0	2	4	1	0	3	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
49	156	157	114	21	253	62	41	7	7	1	20	0	23	57	2	41	10	3	6	4	0	4	0	8	0	26	19	5	1	13	5	12	0	1	23	0	2	0	0	5	1	2	1	0	5	3	2	0	0	2	0	2	4	5	7	0	4	4	1	0	0	3	0	2	4	4	0	1	1	3	0	2	1	0	0	0	1	1	2	9	1	1	2	0	0	0	2	1	1	0	3	0	2	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
71	232	177	136	37	314	74	41	9	2	5	26	1	30	54	3	67	17	3	10	9	0	7	2	8	2	24	26	12	4	14	4	19	0	3	19	1	4	0	0	9	1	5	1	0	1	0	2	0	0	4	0	3	3	5	9	0	4	4	2	1	1	2	1	1	1	0	2	0	4	3	0	1	2	2	0	1	0	1	5	3	1	1	1	1	1	2	0	0	4	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0
3	24	11	8	7	26	7	6	0	0	0	4	0	1	9	0	7	0	0	0	0	0	0	0	1	0	3	1	1	1	1	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	27	19	14	5	25	6	7	0	1	0	2	0	3	11	0	8	2	0	0	0	2	0	1	0	0	1	3	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	14	9	7	1	11	7	3	0	0	0	0	0	0	5	0	4	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	36	31	17	12	46	13	9	1	0	3	5	0	3	12	0	9	1	3	0	0	0	2	0	3	0	5	2	3	1	0	0	5	0	1	3	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	3	0	1	2	0	1	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
27	122	111	89	19	173	45	34	9	5	1	9	1	13	28	4	33	15	2	4	5	0	3	1	4	0	11	8	10	0	12	6	15	0	3	6	1	0	0	0	6	0	3	1	0	5	0	2	1	0	2	0	1	4	3	4	0	1	4	1	0	0	0	0	0	0	0	1	0	1	1	0	0	2	0	0	0	0	0	2	3	0	0	2	0	0	2	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
14	66	66	38	5	80	24	12	4	2	0	9	0	13	14	0	13	1	2	0	3	1	1	0	4	1	5	5	4	1	4	4	7	0	0	6	1	0	1	1	0	0	3	1	0	1	0	0	1	0	1	0	0	3	0	1	0	2	1	0	0	0	0	0	1	1	0	2	3	0	2	0	0	2	0	1	0	0	0	0	2	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	16	14	7	1	19	5	2	0	0	0	4	0	2	3	0	5	3	0	1	0	0	1	0	0	0	1	2	0	0	1	0	1	0	0	3	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
