100	491	103	5	101	2	1	32	36	12	6	19	18	1	1	3	23	11	0	22	6	1	5	12	8	1	2	9	15	0	15	4	11	1	1	1	0	1	1	0	0	5	4	2	3	1	1	2	2	1	0	0	1	0	0	0	3	0	1	0	0	0	1	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	6	0	0	1	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	1	0	0	1	1	1	1	0	0	0	1	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
180	1016	227	16	210	1	2	58	48	23	17	42	29	7	3	7	48	31	1	55	12	0	9	23	14	1	4	6	25	0	41	7	18	3	0	4	1	2	0	1	3	6	2	1	3	1	5	7	3	0	0	1	1	0	2	6	3	1	3	2	3	3	1	1	4	4	0	0	1	2	0	1	0	0	2	0	0	5	4	2	3	1	1	0	2	1	0	0	1	1	0	4	1	1	0	0	1	0	1	0	2	2	0	0	2	0	1	1	2	3	0	2	0	0	0	1	1	0	2	0	1	1	1	1	0	0	0	0	1	0	0	1	1	2	0	0	0	2	0	1	0	0	0	0	1	1	2	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0
21	76	16	4	18	0	0	8	3	1	0	4	1	1	0	0	2	2	0	6	0	0	0	1	2	0	1	3	2	0	4	0	2	0	0	1	0	0	0	3	0	0	2	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	78	12	1	17	0	0	8	5	1	1	6	0	0	1	0	0	2	0	2	0	0	0	2	1	1	0	2	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94	456	105	9	91	1	1	27	20	12	9	13	18	6	3	4	29	18	0	13	11	0	2	11	9	1	2	3	8	0	16	0	5	2	0	1	1	2	0	1	0	5	2	0	1	0	2	0	2	1	0	0	3	0	0	0	4	0	4	1	1	2	4	0	0	0	1	0	0	1	0	0	0	0	3	1	0	0	3	2	3	1	0	1	0	0	0	0	2	0	0	2	0	0	2	2	3	0	1	1	0	0	0	0	1	1	1	0	3	1	1	0	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1
0	17	3	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83	404	104	6	81	1	0	35	21	10	7	15	11	3	1	2	16	12	0	15	10	0	3	17	15	2	1	4	7	0	13	0	4	1	0	1	0	1	0	2	1	2	1	0	1	1	1	1	1	0	0	2	3	0	1	4	3	1	2	0	0	2	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	3	1	1	1	0	0	0	2	0	0	0	0	1	0	2	1	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
8	36	11	0	12	0	0	3	2	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	1	1	0	1	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	20	1	0	3	0	0	0	2	1	0	1	2	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58	290	81	6	63	0	0	19	9	3	3	11	4	4	1	2	16	5	0	12	2	0	1	9	2	0	1	3	4	0	5	3	5	0	0	2	0	3	0	0	1	2	2	0	3	0	2	0	1	1	0	0	1	0	0	0	0	1	2	4	0	3	0	0	2	1	0	0	1	1	0	1	0	0	1	1	0	2	1	0	2	0	0	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	1	2	0	0	1	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	54	7	2	11	0	0	0	1	0	1	4	1	0	2	1	3	2	0	1	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	43	10	1	11	0	0	1	1	0	0	3	1	1	0	0	2	1	0	3	0	0	0	2	1	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
33	195	52	2	34	0	0	10	10	6	5	9	5	1	0	0	8	4	0	7	0	0	0	5	2	1	0	4	7	0	6	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	1	2	0	2	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
