74	130	9	46	6	6	34	53	19	8	2	9	1	2	5	0	2	4	7	1	0	2	0	4	0	1	0	1	0	1	1	0	2	1	0	2	1	1	0	1	0	1	1	1	0	3	3	1	0	0	2	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	1	2	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1
415	531	91	151	30	38	154	298	78	40	11	24	12	4	17	8	9	9	32	12	1	13	5	23	3	4	1	13	0	12	8	0	7	6	16	11	2	3	5	1	4	3	3	4	2	1	8	10	2	0	0	6	4	2	0	1	1	0	0	4	0	1	4	2	1	1	10	0	2	0	1	2	1	0	3	1	1	3	0	1	0	6	2	1	1	0	0	2	1	1	3	2	7	3	0	1	1	0	1	0	1	3	1	1	1	0	1	1	0	1	3	1	1	1	2	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0
6	9	0	7	1	1	5	6	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	57	8	19	6	4	14	39	9	9	2	2	3	0	1	1	0	0	4	1	0	1	0	1	1	1	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104	162	28	54	10	15	41	103	19	11	2	11	9	0	7	7	3	3	12	0	2	6	0	8	0	2	0	0	0	1	4	0	4	0	3	3	1	1	4	0	2	2	1	0	0	2	6	3	0	2	0	3	2	1	0	0	0	0	0	0	0	0	1	0	1	1	3	1	2	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	2	1	0	2	2	0	1	0	2	1	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0	1	0	1	0	1	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132	161	21	63	2	5	44	103	22	8	1	10	7	0	4	2	2	3	9	0	1	10	2	10	0	4	1	2	0	0	2	1	6	1	2	3	0	1	3	0	5	0	2	0	0	4	3	1	1	0	1	2	0	3	0	0	0	2	0	1	1	0	0	0	3	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
0	4	1	1	1	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	37	7	13	2	1	14	19	5	0	0	2	0	0	1	0	0	0	4	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	2	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
25	25	0	14	1	2	8	21	6	4	1	1	1	0	0	2	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	50	14	15	4	4	10	30	5	2	1	1	0	0	4	0	0	1	3	2	0	1	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	2	1	1	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	0	1	0	4	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	46	4	16	3	4	7	34	7	4	0	3	3	0	2	2	1	2	3	0	0	3	0	3	0	0	0	2	0	0	1	0	0	1	2	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
11	11	1	6	2	0	4	13	4	1	0	0	0	0	0	0	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
