70	88	16	29	4	19	13	14	8	11	2	2	2	2	3	9	6	0	1	0	0	1	0	0	0	0	0	3	4	0	0	0	0	2	0	0	2	2	1	1	1	0	1	0	0	0	0	3	0	5	0	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
231	309	47	122	12	76	37	46	26	24	13	16	16	5	6	34	17	1	5	5	2	4	2	2	2	1	0	14	4	3	2	0	1	5	2	1	6	3	1	0	5	1	2	1	1	1	0	7	0	3	2	1	1	0	1	4	0	1	0	1	0	0	0	0	0	1	0	1	2	1	2	1	0	2	1	0	3	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1
158	210	23	58	12	49	22	23	13	18	10	12	7	4	4	19	15	8	8	3	2	5	2	3	0	0	0	6	12	0	4	1	3	2	2	0	2	0	0	0	2	0	1	0	1	0	0	5	0	4	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
210	297	37	90	18	67	33	34	24	20	10	11	8	1	12	29	15	4	9	9	2	3	0	2	0	1	0	16	16	2	3	1	3	5	0	1	5	1	1	1	3	1	2	0	0	4	2	5	1	4	2	2	1	1	4	3	0	0	0	1	0	2	1	1	0	4	2	0	0	1	0	1	0	1	2	0	4	0	1	0	0	2	0	1	0	1	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
73	80	10	31	2	20	9	12	7	8	2	7	4	1	1	10	5	2	3	2	0	0	0	0	0	0	1	1	1	2	1	0	0	1	1	0	4	1	0	0	1	0	1	0	0	0	0	0	1	2	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0
14	11	1	5	0	4	1	1	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
204	255	43	97	18	85	27	37	25	17	7	13	11	9	7	24	9	6	10	4	2	1	0	3	2	4	0	24	12	3	0	2	4	6	4	0	8	0	0	1	6	0	0	0	0	3	1	3	2	5	2	0	1	0	0	3	0	1	0	1	1	1	0	3	0	0	0	0	1	0	0	3	0	2	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	1	0	2	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
24	49	3	11	5	15	2	4	2	3	4	2	0	0	0	2	2	0	2	0	1	0	0	0	0	0	0	1	2	1	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0
27	40	2	11	1	8	3	5	7	1	0	0	3	0	3	5	1	1	2	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	28	5	9	2	10	2	5	2	4	2	0	0	1	2	6	1	0	1	2	1	0	0	0	0	0	0	4	4	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	49	6	15	5	11	3	10	9	6	0	2	1	0	2	7	1	1	2	1	2	1	0	1	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	6	0	3	1	4	0	1	0	2	0	3	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
