21;16;20;6;7;-5.99146454710798;-4.89285225843987;-4.19970507787993;-3.50655789731998;-2.25379492882461;-5.29831736654804;-1.11626722390683;-4.19862769206945;2.69156711980673
42;32;38;16;9;-7.27517231945277;-6.58202513889283;-5.66573440701867;-4.71022296199124;-2.76431281293592;-6.17656003078466;-0.776890169976338;-5.647349925929;3.13607139304225
62;45;55;18;13;-8.01466637046494;-7.321519189905;-6.22290690123689;-5.37560904084968;-2.75717099843716;-7.321519189905;-0.847628493552722;-6.27605790456161;3.40170707564212
82;55;72;21;14;-8.55333223803211;-7.86018505747217;-6.76157276880406;-5.8452820369299;-2.66722820658195;-7.86018505747217;-1.03418228036229;-6.70484378707274;3.84746881062591
102;63;91;21;18;-9.0217190130337;-8.32857183247375;-7.22995954380564;-6.24913029079392;-2.57599919364812;-8.32857183247375;-1.03249760421842;-7.09796242224588;4.09812722775554
122;73;112;23;20;-9.43699774259019;-8.33838545392208;-7.49108759353488;-6.4412654690362;-2.68239364310223;-8.74385056203024;-0.979554555579726;-7.34268615043702;4.30263498232771
147;84;131;26;24;-9.7503946464023;-9.05724746584236;-7.95863517717425;-6.75466237284831;-2.6429691722916;-9.05724746584236;-0.97361026270081;-7.752479089035;4.40027794684573
168;94;149;30;24;-10.0078926118909;-9.31474543133097;-8.21613314266286;-6.9168501585326;-2.66835491648324;-9.31474543133097;-1.02407649938842;-8.00334169282894;4.64668008110113
188;104;175;30;26;-10.329571947847;-9.63642476728708;-8.53781247861897;-7.07147540982555;-2.66007669683933;-9.63642476728708;-1.10473712972039;-8.1622131839641;4.84456616755663
211;114;199;33;26;-10.586609649449;-9.89346246888904;-8.50716810776915;-7.18541226778683;-2.68560259745656;-9.89346246888904;-1.17709060361242;-8.35304348314462;5.12518615810801
231;118;217;33;27;-10.7597947070809;-9.66118241841281;-8.5625701297447;-7.29405880428119;-2.69327321661093;-10.066647526521;-1.18599247447703;-8.4537604574303;5.35601481426474
251;124;242;33;31;-10.9778754523134;-10.2847282717534;-8.89843391063354;-7.54388824782823;-2.76043691458319;-10.2847282717534;-1.2008018246329;-8.70105545769813;5.53073889491643
272;131;266;33;32;-11.1669926175634;-10.4738454370035;-8.96976804022718;-7.61164455607398;-2.71465799849566;-10.4738454370035;-1.29365504197815;-8.81012164681451;5.74554086875026
292;137;279;35;34;-11.2624235636427;-10.5692763830828;-9.06519898630651;-7.70707550215332;-2.73785761789708;-10.5692763830828;-1.26176392935434;-8.95510913166881;5.71273998693282
313;145;299;37;35;-11.4008871467814;-10.7077399662214;-9.32144560510154;-7.93515124398165;-2.75266569295873;-10.7077399662214;-1.26303918772587;-9.08574406985209;5.85893235195932
333;152;316;39;36;-11.5114844271738;-10.8183372466139;-9.43204288549399;-8.07801778494288;-2.74743115782606;-10.8183372466139;-1.28707346840611;-9.23672367233356;5.99386982160629
354;160;337;39;36;-11.6401658607047;-10.5415535720366;-9.33758076771068;-8.05664692224861;-2.7785322630181;-10.9470186801448;-1.27505343285023;-9.17065895498532;5.85238786180817
375;165;356;39;36;-11.7498614617041;-10.651249173036;-9.44727636871002;-8.06098200759013;-2.72826321432476;-11.0567142811441;-1.3281457518852;-9.22192953073884;6.01669840494245
401;173;378;39;37;-11.8697883912392;-10.7711761025711;-9.47189311844081;-8.08559875732091;-2.7836516227223;-11.1766412106792;-1.33596034643591;-9.25556055608811;6.0489413519794
421;185;401;43;42;-11.9879228546131;-10.889310565945;-9.79069827727692;-8.40440391615703;-2.80907314972833;-11.2947756740532;-1.31407248316393;-9.58806473196947;6.15829529669872
441;193;421;43;45;-12.0852656673648;-10.9866533786967;-9.88804109002854;-8.50174672890865;-2.83618546707265;-11.3921184868048;-1.3269373452707;-9.69486476433712;6.19556963918073
461;199;433;43;47;-12.141475456005;-11.0428631673369;-9.94425087866876;-8.55795651754887;-2.83437141559649;-11.448328275445;-1.37911444246465;-9.76498996457263;6.22792427908058
482;203;453;43;48;-12.2317842509661;-11.133171962298;-10.0345596736298;-8.64826531250996;-2.79486623094139;-11.5386370704061;-1.40071000681393;-9.81333385090614;6.28472884395023
503;209;468;44;48;-12.2969365918353;-11.1983243031672;-10.0997120144991;-8.68638404274405;-2.78161465032927;-11.6037894112753;-1.39882783401906;-9.85311316565297;6.35493934428576
523;215;499;44;48;-12.425212191503;-11.3265999028349;-10.122627098509;-8.59657079501394;-2.74661972331993;-11.7320650109431;-1.42688612871837;-9.86096134393275;6.36837742300898
543;224;523;44;48;-12.5191629281298;-11.13286856701;-10.0342562783418;-8.6071399227017;-2.7623209559352;-11.8260157475699;-1.43479209449281;-9.85625412691842;6.41788986415782
563;228;535;44;48;-12.564533493792;-11.1782391326721;-10.079626844004;-8.61328977521059;-2.78587247420273;-11.8713863132321;-1.4571281384425;-9.86032470126285;6.47492715569446
583;238;559;44;50;-12.6522989463102;-11.2660045851903;-10.1673922965222;-8.66331489974592;-2.78854023600307;-11.9591517657503;-1.48411985441343;-9.91671218801508;6.49928202388386
603;247;589;48;50;-12.7568523673032;-11.3705580061833;-10.2719457175152;-8.84482936187503;-2.78617356522672;-12.0637051867432;-1.48629150009427;-10.0623231657342;6.59543223543966
