"wine";"volume";"max";"exper"
0.847057275050157;1.72450943e+17;5.58021e+15;-1
0.886469017971617;1.72278534e+17;5.58021e+15;0
0.925449801417347;107997;2806;1
0.947663646488086;155293;10395;2
0.92144205320003;114408;2637;3
0.919791867803389;101697;2393;4
0.912704786199045;79863;3094;5
0.906948365455808;72123;1578;6
0.921063526723864;86837;2684;7
0.920677342324972;113796;5579;8
0.919400314331975;107764;2009;9
0.933304636319361;144154;5607;10
0.928591141266999;119843;6300;11
0.924410409423086;92097;8282;12
0.920295450395044;103585;3854;13
0.914350964191224;88794;3841;14
0.930089134417143;110604;3389;15
0.925245643337885;95662;4590;16
0.919686620411116;79375;3902;17
0.928088946233244;102552;1845;18
0.919158242564062;96244;2724;19
0.929169149680455;113974;4147;20
0.901802380456125;70879;1312;21
0.921712129010819;115386;2966;22
0.924377588312479;98258;3579;23
0.938821342880406;141865;6191;24
0.930331611904233;134440;6206;25
0.934409325936989;118713;6793;26
0.929013122704325;125351;3353;27
0.913533440847917;90946;2631;28
0.940868325890442;134559;7800;29
0.934945701889696;101304;5024;30
