"wine";"volume";"max";"exper"
0.907038665950996;3.355127549872e+18;9.32964e+16;-1
0.918539062836811;3.35177296907e+18;9.32964e+16;0
0.941317029690571;162490;5432;1
0.92952989854601;105099;2849;2
0.93517057648534;140414;4782;3
0.925905822318682;101887;1800;4
0.930280384478913;127629;4796;5
0.916728132639394;111147;4898;6
0.946144508976841;165685;7797;7
0.948009888780053;183614;7380;8
0.944557893309888;166516;5177;9
0.906857784385708;79384;1828;10
0.930704721046607;140993;8580;11
0.926210525584651;128395;4217;12
0.92158112761787;114149;4586;13
0.923199272712337;115760;4563;14
0.926435207876396;104157;2726;15
0.936452983045168;147771;5304;16
0.933659051875275;135576;5643;17
0.933218732545926;117039;4209;18
0.926417882593023;105360;2897;19
0.933468874684808;125230;2652;20
0.929262643054613;113877;4262;21
0.918518508124501;96468;1811;22
0.934878799151558;127097;5266;23
0.917173694206877;87960;3825;24
0.938693952832676;134748;3726;25
0.936176879670499;130011;4348;26
0.943359957472036;153262;12358;27
0.944911957340976;151553;9119;28
0.952312876703056;196141;12009;29
0.921824399689438;108435;4164;30
