"wine";"volume";"max";"exper"
0.844680209268921;2.8990909e+17;1.10936e+16;-1
0.872944253921603;2.89618215e+17;1.10936e+16;0
0.915372512578942;78317;2515;1
0.924167203057756;110558;5461;2
0.925928925256305;102057;3824;3
0.910135142790073;92936;2570;4
0.926702211971497;101551;2587;5
0.93301024405001;151968;5566;6
0.91627015346163;99076;4055;7
0.925061898671269;114471;3484;8
0.926360562966169;100786;3962;9
0.925782912482051;101037;3555;10
0.92244279419265;98528;2560;11
0.933011587121725;130892;9823;12
0.917471823255932;109014;3137;13
0.922578365442649;112796;4627;14
0.915279145300238;95792;3259;15
0.903388884012472;90123;1483;16
0.908847694628663;77081;2332;17
0.919970601070618;117188;1694;18
0.935512589356959;128241;4552;19
0.922790858767652;106149;2651;20
0.922316762816137;113077;7263;21
0.928541259757657;117768;3675;22
0.94449525246309;147985;9389;23
0.925306158134998;108174;3820;24
0.941519533813949;157299;9251;25
0.920648077785605;90998;2378;26
0.920687066244261;110394;3623;27
0.919902345207784;109513;2259;28
0.921991819792856;83779;3754;29
0.9170907258753;107999;3129;30
