"wine";"volume";"max";"exper"
0.844613480224313;1.99780678e+17;7.42588e+15;-1
0.876516328553918;1.99581094e+17;7.42588e+15;0
0.929446463258693;93893;3721;1
0.920368574799232;102773;2812;2
0.929891394536725;118915;5157;3
0.915671336841758;90961;3809;4
0.931365360241991;124708;8200;5
0.930286104100543;151024;8737;6
0.936996587285613;112591;8088;7
0.92135464296601;108737;3778;8
0.925939620385037;117413;4406;9
0.933917408127281;150125;9366;10
0.932582696790751;142480;12782;11
0.921164774599845;90770;2382;12
0.927364055515245;105446;2936;13
0.928742016217354;118602;3976;14
0.923772894831897;110417;2580;15
0.93797490415545;127249;9571;16
0.917157227916063;102267;4143;17
0.927140938833329;116400;7945;18
0.924647088160127;110588;4615;19
0.918852696292781;116697;3333;20
0.93391208442736;125593;4131;21
0.921992651743825;95995;3298;22
0.921522260250189;104040;6168;23
0.898002158190463;71136;2315;24
0.923284347140096;102406;4756;25
0.923354801322592;99459;3770;26
0.933950463258795;154575;6614;27
0.933806106138525;129748;5805;28
0.934938645802656;148233;6589;29
0.941511668818763;138284;7925;30
