"wine";"volume";"max";"exper"
0.827559462399171;9.10654994e+17;2.74512e+16;-1
0.858138687740049;9.09744757e+17;2.74512e+16;0
0.926042840821503;130584;2979;1
0.920659771363407;108103;4536;2
0.928169065778346;124068;3558;3
0.923750712292829;133989;2320;4
0.934406495927982;149507;5919;5
0.933384949447003;124129;3815;6
0.931010811021502;138779;9526;7
0.933648347970889;140512;8516;8
0.927570135962545;122376;4765;9
0.90783558032489;90784;1436;10
0.933181498300161;164856;4304;11
0.920444863915601;108109;3935;12
0.935928864260465;173489;9431;13
0.919777131754774;100472;2441;14
0.92234419430316;114518;4565;15
0.92717073328662;137086;3268;16
0.920800638753107;106622;4407;17
0.934498393160353;127655;4803;18
0.933227933956338;188345;4471;19
0.938779337924059;140557;7110;20
0.929189903061813;126774;2608;21
0.924328484026851;120580;4180;22
0.924944753526398;119183;3858;23
0.924761232603319;127393;4863;24
0.916093843764369;98063;2273;25
0.949900735048079;213300;16699;26
0.935799959988598;159156;5439;27
0.938194461122613;171208;7597;28
0.93671360696384;142124;10098;29
0.92455771197743;122950;3889;30
