"wine";"volume";"max";"exper"
0.772994697781405;16184580932759.9;429464925926.73;-1
0.812838865832889;16168402955398.7;429464925926.73;0
0.950018350513565;376078;11019;1
0.946417325806407;388090;22179;2
0.943285937801277;366929;9588;3
0.945576405586452;363676;14050;4
0.934651527376694;256628;10782;5
0.938902540453668;329867;6718;6
0.941053381774697;338106;19381;7
0.950032632442736;369613;16927;8
0.944684932971118;359961;11511;9
0.949662872050913;405323;17120;10
0.950289945991782;374127;16275;11
0.935396373681908;303837;7720;12
0.945312788242697;329150;12834;13
0.945593363514707;354236;17798;14
0.947731074850746;440267;8912;15
0.937502201050426;351587;8068;16
0.954041269656826;351326;16678;17
0.945151508948523;433092;12298;18
0.94408662273096;371691;16048;19
0.946817447403175;477313;17006;20
0.928727357866097;273973;6248;21
0.943069001168992;351226;11605;22
0.943037282296151;340443;13558;23
0.944712879435515;311461;11612;24
0.952541487983471;405053;19688;25
0.9510623396052;400288;39575;26
0.936037279218621;332108;8093;27
0.958907609420786;590977;19668;28
0.944555970739195;349494;13540;29
0.938255870361405;358539;8795;30
