"wine";"volume";"max";"exper"
0.797920337851752;1.505508652e+18;3.87425e+16;-1
0.845102345578365;1.504000884e+18;3.87425e+16;0
0.933251289784746;156772;5500;1
0.929041722818261;151394;6591;2
0.909914169484882;109414;2767;3
0.927713387821572;140203;3464;4
0.94222320405844;169402;7813;5
0.936287738776326;182515;10490;6
0.923835378079766;129447;3960;7
0.916540861734674;113394;3520;8
0.92550361904134;147731;5251;9
0.924171319544964;123992;3496;10
0.936589288882716;160343;6170;11
0.907692655442325;92575;5112;12
0.911995154455707;116364;2167;13
0.927290798983709;147490;2564;14
0.933330669356986;168954;5423;15
0.908085912412725;111929;2077;16
0.92154742042982;132567;2334;17
0.913949188574948;114042;4003;18
0.936117884920508;168904;7883;19
0.92229265213837;121296;3174;20
0.923417426919933;123294;4882;21
0.923422965758623;142676;2378;22
0.927007532408521;151540;4937;23
0.93090766017348;153549;10032;24
0.930943068906829;150925;3657;25
0.949140487381892;192331;9150;26
0.928231844355622;144571;7899;27
0.930220628314263;141985;3190;28
0.923676460143456;134583;4597;29
0.926708512720569;117239;5759;30
