"wine";"volume";"max";"exper"
0.837288964476371;1.029550657e+18;3.04052e+16;-1
0.874941003559795;1.028520798e+18;3.04052e+16;0
0.92844014841905;118471;6094;1
0.942410604224228;169835;9204;2
0.926171099187714;116212;4310;3
0.920151632720523;100114;3304;4
0.919837523917193;97449;3140;5
0.937703092867203;167306;7146;6
0.928050382673582;117198;8423;7
0.929582691434838;120471;7125;8
0.930610728475894;123377;4640;9
0.937290949790775;159248;7335;10
0.937239056580335;155818;3715;11
0.922477147128425;114291;6672;12
0.930124607366895;108714;6264;13
0.92428004697589;123137;5065;14
0.934922867148954;142244;4742;15
0.906780612202637;81386;2245;16
0.931095506699944;143094;4000;17
0.932457585022935;109351;4385;18
0.940857854772996;146740;7409;19
0.931026198818688;170875;3667;20
0.934403406654557;143901;5403;21
0.91283339617828;114972;3220;22
0.933697614791991;164916;10009;23
0.927308971404665;118929;9181;24
0.918916962661749;108126;2712;25
0.925266516363243;113548;2735;26
0.92130327977431;122356;2710;27
0.930784256071923;121782;3864;28
0.940218253395354;128483;5495;29
0.93721810056062;143539;8202;30
