"wine";"volume";"max";"exper"
0.873789877142053;1.139107131e+18;3.46378e+16;-1
0.915231159776876;1.137966826e+18;3.46378e+16;0
0.908643405200248;68975;2006;1
0.919850849955525;74584;2320;2
0.911389006246944;68383;2818;3
0.923276386847705;102238;6311;4
0.913423387992006;73172;933;5
0.910777628334234;73425;2048;6
0.921835648182164;87740;3813;7
0.90835470216649;65582;2822;8
0.925714812026549;95519;3357;9
0.916946269532528;77251;2761;10
0.931208441781306;85210;3137;11
0.921975795757746;83877;1594;12
0.920168744235497;84322;1923;13
0.927003524486057;82135;2006;14
0.914421031971754;101142;5606;15
0.917095296496098;83344;2116;16
0.918532070908899;75854;1902;17
0.901157497649855;65833;1423;18
0.934671396206428;127430;4325;19
0.933822002616456;97734;3356;20
0.913332305273627;81833;1707;21
0.922944647303284;89143;2044;22
0.944737455376389;135713;6356;23
0.925048725470838;91440;3231;24
0.926108549587103;114787;3372;25
0.937482239099489;96775;10488;26
0.921544460891992;82688;4942;27
0.937196522247372;120662;4640;28
0.922235715285992;89064;7943;29
0.920363087473761;79391;2072;30
