"wine";"volume";"max";"exper"
0.878840370503204;1.24709273e+17;4.01879e+15;-1
0.906270002591685;1.2458444e+17;4.01879e+15;0
0.913496201196407;65215;3769;1
0.915562390848917;80224;2312;2
0.918139018687899;68783;2230;3
0.929557442832036;89262;3345;4
0.923591384307218;71932;2166;5
0.923012389445937;81754;2993;6
0.921536372008652;66669;1957;7
0.914638062417134;72324;1241;8
0.932509823578647;90812;3039;9
0.925047346926367;72476;4861;10
0.922154059751198;79043;2497;11
0.922228234292507;68865;3426;12
0.932372885916609;85691;7040;13
0.898215836303411;60539;1960;14
0.922170486532917;64866;2164;15
0.925427642132497;70259;4981;16
0.929649492997817;69938;5695;17
0.911306110358055;59352;1182;18
0.924982225089867;69274;3453;19
0.9349245513195;81165;4395;20
0.916377481506192;68387;2350;21
0.919486033937671;72425;2247;22
0.929784864105641;78993;2960;23
0.910043422246582;61960;2231;24
0.924499660217251;80838;2427;25
0.904336452422316;56149;1914;26
0.930867827979472;83707;5014;27
0.904774107131299;66059;1352;28
0.912294781910176;72489;1743;29
0.910825234124882;56479;1821;30
