"wine";"volume";"max";"exper"
0.80449170351203;7.67255371e+17;2.28512e+16;-1
0.853184082816081;7.66488711e+17;2.28512e+16;0
0.931275346158322;140535;5311;1
0.925545763290076;129457;3729;2
0.917842821997637;116269;4909;3
0.93198067238686;146342;4629;4
0.935298181928216;155386;9837;5
0.934694909091219;161677;14085;6
0.933350097724609;171136;3912;7
0.906822326824191;103230;1405;8
0.919565198251987;108317;2851;9
0.933581230327555;142905;6490;10
0.934369442776787;149836;4259;11
0.938012493480773;137911;4188;12
0.928856442835776;157075;3693;13
0.93890928683162;147304;4226;14
0.912402501664558;122268;1527;15
0.926253047440629;127312;5127;16
0.929999282261669;143315;7418;17
0.919113884903518;129725;3281;18
0.928326608069734;146452;4855;19
0.944551770308736;198905;7832;20
0.940067525747217;169901;7118;21
0.924884246994179;141753;4356;22
0.932993605023992;178823;4734;23
0.914917895532049;121338;3929;24
0.934718534534536;153379;3950;25
0.933809012689379;151070;6755;26
0.929164343237494;124784;3754;27
0.931893845894032;162134;7849;28
0.937518858174376;161352;4222;29
0.91612354737929;132071;4514;30
