"wine";"volume";"max";"exper"
0.833261314795454;2.53262786e+17;1.03836e+16;-1
0.866547296411689;2.5300879e+17;1.03836e+16;0
0.926622341217123;122627;3192;1
0.940793170504601;130370;10373;2
0.936720899375239;139572;9553;3
0.92857935859274;98575;4844;4
0.905896385535913;96777;2790;5
0.92555125999404;114748;2912;6
0.930275008111946;100223;2551;7
0.927798642990166;119733;2929;8
0.919176525916142;95967;3816;9
0.927251084264557;111449;4836;10
0.923641332341654;94989;2628;11
0.926673555516528;138775;3508;12
0.936419996618506;117524;7474;13
0.924036267178446;92608;2482;14
0.941319705888386;131928;3248;15
0.92374246288696;89403;3855;16
0.916895874210712;94631;2153;17
0.926441477017908;126023;4836;18
0.937528648424547;121295;7760;19
0.920618001224424;85279;2406;20
0.924687945688;106305;3552;21
0.926768002155562;100371;4785;22
0.916660249817617;80431;2383;23
0.91550336146105;77894;2253;24
0.909634212597268;70090;2415;25
0.917131285291708;102582;1780;26
0.919993606861719;91942;2959;27
0.914352920530996;84090;1586;28
0.931477105708717;115132;4425;29
0.929092383773876;101215;3311;30
