"wine";"volume";"max";"exper"
0.916834448722162;2.44805302955e+18;8.94916e+16;-1
0.925450445967976;2.44560693564e+18;8.94916e+16;0
0.943622995665796;126837;8178;1
0.936076316288359;106898;3197;2
0.935672487072866;124371;6104;3
0.918675853850539;83253;1996;4
0.934983888142438;116908;2516;5
0.93616230478912;115661;7020;6
0.935971402892798;108561;5660;7
0.92084710645451;88622;1902;8
0.935892943650983;131177;4103;9
0.925046958473987;113637;2761;10
0.934217204789104;123958;3704;11
0.936432416232833;128007;3260;12
0.912951044671005;90374;2482;13
0.92659136173138;108236;5732;14
0.925432734758437;110360;1969;15
0.950555314772585;157996;10828;16
0.93228726254494;132712;5666;17
0.94409188341858;139936;14081;18
0.91403486291085;96296;2980;19
0.930279992559597;129014;5693;20
0.926868624158447;120245;6073;21
0.932080243960374;124392;6644;22
0.940349136988494;138691;6979;23
0.935231796020599;131046;5042;24
0.920431703221418;80286;2084;25
0.928439424753449;112627;4261;26
0.915788175547707;88218;2343;27
0.935112165003093;128208;5481;28
0.920482258049466;83726;2080;29
0.934219036763449;97326;3516;30
