"wine";"volume";"max";"exper"
0.83945199140151;1.66837412e+18;4.66372e+16;-1
0.868282259554785;1.666706761e+18;4.66372e+16;0
0.927412327232657;104539;4168;1
0.921679879448711;93363;3523;2
0.920414554574114;92333;1882;3
0.907624357005255;93611;3008;4
0.919576472556697;87487;3171;5
0.937898046535501;136744;7013;6
0.930724501368144;108266;2996;7
0.927080457797804;100447;3797;8
0.927966041812047;123428;3853;9
0.935493740162814;118508;3627;10
0.931636433932286;106424;2937;11
0.919626228426117;99643;2341;12
0.909892548844101;104096;4226;13
0.944870778514107;195003;8710;14
0.9188865992393;108213;2739;15
0.933853148489841;106102;3913;16
0.934833342266212;121216;6894;17
0.921832207205543;89864;1813;18
0.925451784700841;120567;4280;19
0.933070031885223;121664;3947;20
0.916747980387028;97011;1610;21
0.935022501572254;115486;5933;22
0.934295530900727;102567;5135;23
0.940216560760448;116375;5613;24
0.94411654387628;153764;7409;25
0.919922432132411;119197;4508;26
0.901861910923188;73756;1608;27
0.929693759792385;120410;4613;28
0.928980834062366;132958;2761;29
0.90065888005759;67154;2404;30
