"wine";"volume";"max";"exper"
0.837786645771949;2.22572361e+17;8.92362e+15;-1
0.87689479127346;2.22349742e+17;8.92362e+15;0
0.924442248276345;97900;3948;1
0.926585270257217;108576;4312;2
0.92486560772038;107502;5091;3
0.927946055229617;109942;3236;4
0.923074204115758;110817;4832;5
0.928463748779086;119637;2114;6
0.925490935562426;111590;2248;7
0.91058959034291;80886;2292;8
0.93020120362455;125893;3374;9
0.923857503934842;117042;3613;10
0.928756764027578;98449;3461;11
0.936935576254233;137207;7644;12
0.925436847956447;92629;2657;13
0.923091561469565;107951;3311;14
0.919759595780241;92228;2290;15
0.920737849435416;98813;2214;16
0.940969292179669;118655;7374;17
0.929456560166171;118748;2033;18
0.916417754664215;78130;1567;19
0.934364762518323;112742;5442;20
0.925806985836858;104749;3476;21
0.935428340403771;117355;7319;22
0.926381084360799;119488;3338;23
0.930053744454997;106799;8643;24
0.925332413748919;102099;2997;25
0.929715980971223;130074;5590;26
0.92984571969733;99299;4018;27
0.935297014648302;119269;6639;28
0.932515428253878;131448;4856;29
0.923640351768054;92317;4829;30
