"wine";"volume";"max";"exper"
0.863514215755041;5.598190871755e+18;2.12684e+17;-1
0.889790772919935;5.59259314592e+18;2.12684e+17;0
0.935554798129087;206744;7106;1
0.937126756954431;201349;9198;2
0.926282333120328;183796;3780;3
0.936990840230529;217410;7285;4
0.952668403611784;277456;10604;5
0.936177385972763;227552;12995;6
0.941731039162734;225192;8969;7
0.936922817467282;215298;9469;8
0.941765333902867;234419;8282;9
0.938886037891467;225488;5739;10
0.938367405339015;222961;11817;11
0.948774896467384;286256;9713;12
0.941301507680567;235802;8266;13
0.940094686540611;228159;6732;14
0.936421438219661;207759;6632;15
0.92361097365707;169616;6546;16
0.951180415430366;258413;12718;17
0.944354618365793;249382;14871;18
0.943400444289395;252707;13957;19
0.937655823045733;242126;5492;20
0.948444599019992;279226;12660;21
0.94042716482162;229015;10697;22
0.943656453384008;232831;11721;23
0.951728051977656;309732;12081;24
0.945350824355005;244654;10524;25
0.928150910631717;158310;3214;26
0.934135086821978;186285;6695;27
0.948544592731419;254163;7910;28
0.943209692688714;261172;7015;29
0.947756529259709;261388;8081;30
