"wine";"volume";"max";"exper"
0.81308742052567;1.787723004e+18;4.66337e+16;-1
0.864813161649187;1.785935345e+18;4.66337e+16;0
0.91202099921051;105081;3130;1
0.916030659167948;86077;2864;2
0.91506223336386;114282;3033;3
0.926673435869578;111698;2884;4
0.924852835903924;130855;5868;5
0.94088076553733;153951;7166;6
0.93638357090607;136756;3718;7
0.945669388419735;151560;8520;8
0.917804104626756;103580;5588;9
0.927691229959718;144536;4437;10
0.936240250915359;127324;7733;11
0.936643986587288;163155;6268;12
0.923471559986683;118176;2887;13
0.94081381789543;154425;9321;14
0.914513170896459;90248;1845;15
0.933783250058476;127265;5464;16
0.927192874071063;117726;3683;17
0.928486773643109;103611;3632;18
0.91911353553497;98351;3337;19
0.927046706989582;119654;7121;20
0.924970976198613;131228;2416;21
0.927182404082907;118780;4081;22
0.93896546765549;162450;5405;23
0.920546710453972;120370;4145;24
0.928861251225008;129349;3939;25
0.91367088783703;94355;2286;26
0.937578208587201;135353;12134;27
0.923336108792609;98781;4717;28
0.930218549609278;152386;2657;29
0.933443247755385;154661;6963;30
