"wine";"volume";"max";"exper"
0.909419088904853;3.117399770977e+18;8.69889e+16;-1
0.922205907458507;3.11428313758e+18;8.69889e+16;0
0.940763977453416;134268;3628;1
0.940170544202504;137638;4749;2
0.933273382705228;111066;5712;3
0.956931476962807;165992;15039;4
0.941047898139373;137071;3766;5
0.935097090318353;105017;4989;6
0.937704121056114;125392;3327;7
0.911027397829214;72986;1280;8
0.928878986879411;101762;3997;9
0.924560929755115;82507;3331;10
0.915816249541921;88392;1824;11
0.919513723723309;103600;3671;12
0.925828630510582;93501;3835;13
0.933230956755014;121888;3625;14
0.932190484065953;111838;2809;15
0.92161134166471;100876;2418;16
0.932840040421406;122343;5694;17
0.943375816561441;155136;7556;18
0.92773852580484;100971;3501;19
0.929534689889593;103238;7048;20
0.921991969598986;105317;4861;21
0.931526237869913;100399;4585;22
0.942726078798014;140148;8178;23
0.931762505127487;111133;2514;24
0.938488755291972;126972;5472;25
0.937829558371545;130223;3704;26
0.923252059256693;103728;2795;27
0.91651411807497;86264;2306;28
0.912373674850419;80847;1533;29
0.928093908873844;98662;2356;30
