"wine";"volume";"max";"exper"
0.813405291677134;5.19469357e+17;1.71178e+16;-1
0.858874228405647;5.18949699e+17;1.71178e+16;0
0.927810438531526;121238;4288;1
0.911784527436964;119527;1753;2
0.940246154189972;169361;4477;3
0.930364370436453;146005;7253;4
0.939621194644045;145903;7612;5
0.925577803536828;130893;3845;6
0.948493753106574;209264;9475;7
0.936267723085142;151479;8668;8
0.918585588711124;114055;2816;9
0.935235895720427;134180;5642;10
0.920465546453764;106127;2137;11
0.929804039150364;149837;7709;12
0.928163822016508;136457;4522;13
0.932622258391336;147771;4368;14
0.937594681377744;157363;8580;15
0.931039494527396;141630;3234;16
0.94292689063383;159572;4543;17
0.943767662835686;202648;14752;18
0.919794892286025;110730;2433;19
0.931976127041265;138369;6790;20
0.93031788120785;124012;5543;21
0.93685190199175;143909;3431;22
0.915301975001923;104183;1929;23
0.916353739794374;101258;2647;24
0.941912510041994;185825;6739;25
0.920220640421488;113056;4334;26
0.929720508923073;147167;4501;27
0.913026702174236;108816;1712;28
0.916799396932381;116666;2487;29
0.910176685467325;85393;1428;30
