"wine";"volume";"max";"exper"
0.81016179580456;8.05712857e+17;2.31135e+16;-1
0.850951492636887;8.04907413e+17;2.31135e+16;0
0.915941763236936;123669;2788;1
0.939367145726781;196332;5940;2
0.918135699737173;115862;2796;3
0.925394284511695;125418;2928;4
0.919841613846873;133471;4169;5
0.930319730747798;149316;4001;6
0.927697010870724;143385;6117;7
0.93695080840288;144957;7948;8
0.916493273321341;111169;3585;9
0.932562039826637;133653;6584;10
0.92977991714166;148907;4703;11
0.929751452756398;144283;5669;12
0.928865477973081;135593;4926;13
0.942612450889115;220216;10773;14
0.930687348377311;153348;7868;15
0.921503179055531;131647;3738;16
0.934227478066747;142579;4937;17
0.925476481663924;183245;9413;18
0.942196845838035;176475;9393;19
0.925048708639517;142349;3023;20
0.944708477302067;192333;8893;21
0.937156439887595;158283;4853;22
0.924604741722609;130276;2974;23
0.932926761060352;178409;8961;24
0.927481834186467;123333;5371;25
0.923815699358927;124693;4453;26
0.938388982809609;160891;4401;27
0.923197693262615;168866;6313;28
0.926787229800344;132804;4913;29
0.939559835884034;189651;5344;30
