"wine";"volume";"max";"exper"
0.899088756173344;3.250842380492e+18;1.0385e+17;-1
0.913207422672641;3.24759301173e+18;1.0385e+17;0
0.938208373630625;132113;4784;1
0.93769210063507;157534;3363;2
0.930191684226881;128588;5570;3
0.93827592104235;140368;8185;4
0.936115453641612;155437;4398;5
0.940828407197038;174861;8011;6
0.935262182967848;145912;6421;7
0.931997258362288;125349;5456;8
0.936281151350095;152952;12172;9
0.93510003872848;157699;2893;10
0.941685350959668;164953;6512;11
0.940730942621777;159089;5127;12
0.946788225195141;177598;11889;13
0.934635440125841;146140;3068;14
0.938971075549861;176292;6652;15
0.929242902906176;119932;2320;16
0.915724067161122;125540;2328;17
0.941186334731633;203858;8312;18
0.94353759228784;178194;6540;19
0.92694154239655;126627;2194;20
0.941343927128211;184295;9304;21
0.932085564276577;150094;3222;22
0.923369784586957;129374;2868;23
0.92348789258673;117342;2253;24
0.937388014665562;165899;7081;25
0.941653192953387;179419;6580;26
0.947452056497536;168179;8196;27
0.936588504885855;150653;4759;28
0.941574213346973;220385;7593;29
0.929776874607875;122130;4444;30
