"wine";"volume";"max";"exper"
0.793685730252842;15530390175720.3;402181904262.961;-1
0.837112009098967;15514863902332.2;402181904262.961;0
0.948750761389683;388870;14327;1
0.944253092455162;417119;9272;2
0.945270549651226;309122;20551;3
0.942991497123456;296839;6638;4
0.960579473977369;420392;21862;5
0.948187222165684;381237;22160;6
0.940084847994239;303634;9578;7
0.944438218816028;309004;9492;8
0.938191829626379;310817;10647;9
0.945252751073203;402956;7003;10
0.955923422328916;477739;15345;11
0.95730229657424;506975;23486;12
0.948614939577583;328085;10442;13
0.954889217153757;462029;19503;14
0.940269543989266;294456;10174;15
0.947074547784463;369175;13701;16
0.944493246731067;415180;14510;17
0.950207954862137;421529;13460;18
0.942640825492464;308609;11424;19
0.944151954578795;353187;22219;20
0.943412057255671;355665;10640;21
0.945210391675435;425554;13118;22
0.942762958204168;298336;7950;23
0.957701071614168;369499;36554;24
0.950692761537608;356693;20825;25
0.952468023418712;457458;31832;26
0.929361644982214;296665;5442;27
0.955008768344146;409268;19911;28
0.943996315169376;312202;8426;29
0.95051856921291;411154;17229;30
