"wine";"volume";"max";"exper"
0.91188095405043;2.650614934873e+18;8.82364e+16;-1
0.920483527843918;2.64796587505e+18;8.82364e+16;0
0.937189697818849;120526;6147;1
0.944517463637227;153868;5155;2
0.937775458299338;139752;4967;3
0.917003760117384;78531;1718;4
0.930395263452935;107572;4861;5
0.923508841808899;102755;2179;6
0.934073141337518;115182;4226;7
0.934769671479654;125187;5950;8
0.927098012847817;104230;4790;9
0.935984673184954;139672;7753;10
0.924646280152147;99063;1803;11
0.940061825341682;134988;5377;12
0.927271833964732;102538;2203;13
0.93197996145866;124738;6574;14
0.922060085871077;99863;3236;15
0.938367274221465;138740;6830;16
0.94447773592897;129362;6098;17
0.943804817217163;136948;6341;18
0.93336939743308;131411;3825;19
0.935112688722694;105082;5638;20
0.9333353686896;118194;2201;21
0.938498957417959;126987;3726;22
0.935381436882198;109019;4484;23
0.926581743724271;108329;4048;24
0.925881658679182;97626;4016;25
0.92085112607048;101802;2405;26
0.922996433324451;99889;3090;27
0.928304012585745;97958;3485;28
0.945019224086985;136868;6832;29
0.931424151881759;115906;3548;30
