"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149"
"48",5574931412308.79,11149862824617.6,27874657061543.9,11149862824617.6,9291552353847.98,1858310470769.6,7433241883078.38,3716620941539.19,0,0,1858310470769.6,0,0,1858310470769.6,0,1858310470769.6,0,0,0,0,1858310470769.6,0,1858310470769.6,1858310470769.6,0,0,0,0,0,0,1858310470769.6,0,1858310470769.6,1858310470769.6,0,0,0,0,0,0,3716620941539.19,0,0,0,3716620941539.19,0,0,3716620941539.19,1858310470769.6,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",24158036120004.7,39024519886161.5,66899176947705.4,70615797889244.6,20441415178465.6,9291552353847.98,20441415178465.6,16724794236926.4,13008173295387.2,0,7433241883078.38,1858310470769.6,1858310470769.6,0,3716620941539.19,1858310470769.6,0,1858310470769.6,3716620941539.19,1858310470769.6,3716620941539.19,1858310470769.6,5574931412308.79,0,0,0,0,0,1858310470769.6,1858310470769.6,3716620941539.19,1858310470769.6,1858310470769.6,0,1858310470769.6,0,0,0,1858310470769.6,0,5574931412308.79,1858310470769.6,0,0,1858310470769.6,0,3716620941539.19,3716620941539.19,1858310470769.6,0,1858310470769.6,0,0,0,0,0,0,1858310470769.6,0,1858310470769.6,1858310470769.6,0,0,1858310470769.6,0,1858310470769.6,0,0,0,0,0,0,0,0,0,1858310470769.6,0,1858310470769.6,0,1858310470769.6,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,1858310470769.6,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0
"50",14866483766156.8,13008173295387.2,40882830356931.1,22299725649235.1,11149862824617.6,0,20441415178465.6,9291552353847.98,7433241883078.38,3716620941539.19,5574931412308.79,0,1858310470769.6,0,1858310470769.6,1858310470769.6,1858310470769.6,0,1858310470769.6,3716620941539.19,0,0,1858310470769.6,3716620941539.19,0,0,0,0,0,1858310470769.6,0,0,0,0,0,3716620941539.19,1858310470769.6,0,1858310470769.6,0,5574931412308.79,3716620941539.19,0,0,0,0,3716620941539.19,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,3716620941539.19,0,0,0,0,0,0,0,1858310470769.6,0,1858310470769.6,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",7433241883078.38,11149862824617.6,37166209415391.9,16724794236926.4,9291552353847.98,1858310470769.6,13008173295387.2,7433241883078.38,3716620941539.19,1858310470769.6,1858310470769.6,1858310470769.6,0,0,3716620941539.19,0,1858310470769.6,1858310470769.6,5574931412308.79,0,1858310470769.6,0,0,5574931412308.79,0,0,0,0,1858310470769.6,1858310470769.6,0,0,5574931412308.79,0,0,1858310470769.6,0,0,1858310470769.6,0,1858310470769.6,0,0,0,0,1858310470769.6,0,0,3716620941539.19,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52",18583104707696,26016346590774.3,63182556006166.2,39024519886161.5,20441415178465.6,1858310470769.6,22299725649235.1,16724794236926.4,11149862824617.6,7433241883078.38,7433241883078.38,3716620941539.19,1858310470769.6,0,1858310470769.6,0,1858310470769.6,1858310470769.6,7433241883078.38,0,0,0,7433241883078.38,5574931412308.79,0,0,0,3716620941539.19,0,0,1858310470769.6,0,1858310470769.6,3716620941539.19,0,1858310470769.6,1858310470769.6,0,0,0,5574931412308.79,1858310470769.6,0,0,0,0,5574931412308.79,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,3716620941539.19,0,0,0,0,1858310470769.6,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,1858310470769.6,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0
"53",20441415178465.6,16724794236926.4,68757487418475,24158036120004.7,9291552353847.98,1858310470769.6,20441415178465.6,5574931412308.79,14866483766156.8,1858310470769.6,5574931412308.79,5574931412308.79,0,0,3716620941539.19,0,0,3716620941539.19,1858310470769.6,0,1858310470769.6,0,0,1858310470769.6,0,0,0,0,0,0,0,0,5574931412308.79,0,0,5574931412308.79,0,3716620941539.19,1858310470769.6,0,5574931412308.79,1858310470769.6,0,0,0,0,0,1858310470769.6,3716620941539.19,0,0,1858310470769.6,0,1858310470769.6,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,1858310470769.6,1858310470769.6,0,0,0,0,0,0,3716620941539.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,1858310470769.6,0,0,0,5574931412308.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",5574931412308.79,9291552353847.98,16724794236926.4,3716620941539.19,3716620941539.19,0,0,5574931412308.79,1858310470769.6,0,0,0,0,0,0,1858310470769.6,1858310470769.6,3716620941539.19,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,1858310470769.6,0,0,0,1858310470769.6,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",3716620941539.19,22299725649235.1,18583104707696,24158036120004.7,3716620941539.19,0,11149862824617.6,9291552353847.98,1858310470769.6,1858310470769.6,1858310470769.6,3716620941539.19,1858310470769.6,0,1858310470769.6,1858310470769.6,0,1858310470769.6,3716620941539.19,0,0,0,0,3716620941539.19,0,3716620941539.19,0,0,0,0,0,0,0,0,1858310470769.6,1858310470769.6,0,0,0,1858310470769.6,3716620941539.19,3716620941539.19,0,0,0,0,1858310470769.6,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56",0,3716620941539.19,9291552353847.98,9291552353847.98,1858310470769.6,0,0,5574931412308.79,1858310470769.6,0,0,3716620941539.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,3716620941539.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3716620941539.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",11149862824617.6,5574931412308.79,20441415178465.6,11149862824617.6,1858310470769.6,1858310470769.6,1858310470769.6,5574931412308.79,3716620941539.19,1858310470769.6,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,1858310470769.6,1858310470769.6,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",1858310470769.6,1858310470769.6,3716620941539.19,11149862824617.6,0,0,3716620941539.19,1858310470769.6,1858310470769.6,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59",22299725649235.1,35307898944622.3,74332418830783.8,63182556006166.2,42741140827700.7,11149862824617.6,24158036120004.7,24158036120004.7,16724794236926.4,3716620941539.19,13008173295387.2,9291552353847.98,1858310470769.6,0,1858310470769.6,0,5574931412308.79,1858310470769.6,1858310470769.6,0,1858310470769.6,0,9291552353847.98,3716620941539.19,0,0,0,0,0,1858310470769.6,0,1858310470769.6,1858310470769.6,0,5574931412308.79,7433241883078.38,1858310470769.6,1858310470769.6,0,0,9291552353847.98,11149862824617.6,0,0,7433241883078.38,0,0,0,1858310470769.6,0,0,1858310470769.6,0,3716620941539.19,1858310470769.6,0,0,0,0,0,0,0,1858310470769.6,0,0,1858310470769.6,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0
"60",16724794236926.4,27874657061543.9,39024519886161.5,27874657061543.9,20441415178465.6,3716620941539.19,13008173295387.2,9291552353847.98,7433241883078.38,5574931412308.79,5574931412308.79,1858310470769.6,5574931412308.79,1858310470769.6,1858310470769.6,0,0,1858310470769.6,5574931412308.79,0,0,0,5574931412308.79,1858310470769.6,0,0,0,0,0,3716620941539.19,1858310470769.6,3716620941539.19,0,1858310470769.6,1858310470769.6,1858310470769.6,0,1858310470769.6,0,0,5574931412308.79,0,0,0,1858310470769.6,0,1858310470769.6,0,1858310470769.6,0,0,0,0,0,0,1858310470769.6,0,0,0,0,1858310470769.6,0,1858310470769.6,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,1858310470769.6,0,0,1858310470769.6,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,1858310470769.6,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61",26016346590774.3,37166209415391.9,61324245535396.7,29732967532313.5,31591278003083.1,3716620941539.19,40882830356931.1,20441415178465.6,5574931412308.79,5574931412308.79,7433241883078.38,1858310470769.6,0,0,0,1858310470769.6,0,1858310470769.6,1858310470769.6,1858310470769.6,3716620941539.19,0,0,1858310470769.6,0,0,0,0,0,0,0,0,1858310470769.6,0,3716620941539.19,0,0,1858310470769.6,0,1858310470769.6,3716620941539.19,3716620941539.19,0,0,3716620941539.19,0,1858310470769.6,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,3716620941539.19,0,0,0,1858310470769.6,0,0,0,3716620941539.19,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3716620941539.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62",5574931412308.79,7433241883078.38,9291552353847.98,13008173295387.2,7433241883078.38,5574931412308.79,11149862824617.6,1858310470769.6,0,0,1858310470769.6,0,0,1858310470769.6,3716620941539.19,3716620941539.19,0,1858310470769.6,1858310470769.6,0,0,1858310470769.6,1858310470769.6,5574931412308.79,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,3716620941539.19,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,1858310470769.6,0,0,0,0,1858310470769.6,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",7433241883078.38,7433241883078.38,39024519886161.5,18583104707696,7433241883078.38,1858310470769.6,5574931412308.79,3716620941539.19,5574931412308.79,3716620941539.19,1858310470769.6,1858310470769.6,1858310470769.6,1858310470769.6,0,1858310470769.6,0,1858310470769.6,0,0,1858310470769.6,0,1858310470769.6,3716620941539.19,0,0,0,0,1858310470769.6,0,0,1858310470769.6,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3716620941539.19,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3716620941539.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64",5574931412308.79,29732967532313.5,65040866476935.9,42741140827700.7,24158036120004.7,1858310470769.6,26016346590774.3,14866483766156.8,9291552353847.98,11149862824617.6,1858310470769.6,1858310470769.6,0,0,0,1858310470769.6,1858310470769.6,1858310470769.6,1858310470769.6,0,0,0,3716620941539.19,5574931412308.79,0,0,0,1858310470769.6,0,0,1858310470769.6,1858310470769.6,3716620941539.19,0,0,3716620941539.19,0,1858310470769.6,3716620941539.19,1858310470769.6,0,0,0,1858310470769.6,1858310470769.6,0,3716620941539.19,0,3716620941539.19,0,1858310470769.6,0,0,0,0,0,0,1858310470769.6,0,0,0,0,1858310470769.6,0,0,1858310470769.6,1858310470769.6,0,0,0,0,3716620941539.19,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3716620941539.19,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65",1858310470769.6,16724794236926.4,13008173295387.2,9291552353847.98,1858310470769.6,0,5574931412308.79,1858310470769.6,0,1858310470769.6,3716620941539.19,3716620941539.19,0,0,0,0,0,0,1858310470769.6,0,0,0,0,1858310470769.6,1858310470769.6,0,0,0,1858310470769.6,1858310470769.6,0,0,0,0,0,0,0,0,1858310470769.6,1858310470769.6,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",3716620941539.19,7433241883078.38,7433241883078.38,13008173295387.2,7433241883078.38,1858310470769.6,13008173295387.2,9291552353847.98,3716620941539.19,1858310470769.6,1858310470769.6,1858310470769.6,0,0,0,1858310470769.6,0,0,0,0,0,0,3716620941539.19,0,0,0,0,0,0,0,1858310470769.6,0,0,1858310470769.6,0,0,0,0,0,0,3716620941539.19,0,0,0,1858310470769.6,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67",0,3716620941539.19,3716620941539.19,7433241883078.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",3716620941539.19,3716620941539.19,3716620941539.19,3716620941539.19,3716620941539.19,1858310470769.6,0,3716620941539.19,5574931412308.79,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,1858310470769.6,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69",9291552353847.98,9291552353847.98,20441415178465.6,13008173295387.2,7433241883078.38,5574931412308.79,3716620941539.19,5574931412308.79,3716620941539.19,0,3716620941539.19,0,1858310470769.6,0,1858310470769.6,0,0,1858310470769.6,0,0,1858310470769.6,0,1858310470769.6,0,0,3716620941539.19,0,0,1858310470769.6,0,0,0,1858310470769.6,0,1858310470769.6,0,1858310470769.6,0,1858310470769.6,0,1858310470769.6,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,1858310470769.6,1858310470769.6,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0
"70",1858310470769.6,0,0,3716620941539.19,0,0,1858310470769.6,1858310470769.6,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71",3716620941539.19,3716620941539.19,11149862824617.6,5574931412308.79,1858310470769.6,0,7433241883078.38,5574931412308.79,7433241883078.38,0,1858310470769.6,0,0,0,0,0,1858310470769.6,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72",7433241883078.38,13008173295387.2,11149862824617.6,14866483766156.8,7433241883078.38,1858310470769.6,0,5574931412308.79,3716620941539.19,0,5574931412308.79,0,0,0,1858310470769.6,0,0,0,3716620941539.19,0,0,0,1858310470769.6,0,0,0,0,0,0,0,1858310470769.6,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3716620941539.19,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73",7433241883078.38,7433241883078.38,39024519886161.5,16724794236926.4,9291552353847.98,1858310470769.6,5574931412308.79,5574931412308.79,3716620941539.19,0,0,1858310470769.6,1858310470769.6,0,1858310470769.6,0,0,3716620941539.19,0,0,0,0,1858310470769.6,0,0,1858310470769.6,0,0,0,1858310470769.6,0,0,0,3716620941539.19,0,0,0,1858310470769.6,1858310470769.6,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74",1858310470769.6,3716620941539.19,7433241883078.38,1858310470769.6,1858310470769.6,0,0,1858310470769.6,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75",5574931412308.79,18583104707696,26016346590774.3,29732967532313.5,5574931412308.79,5574931412308.79,14866483766156.8,11149862824617.6,5574931412308.79,0,1858310470769.6,1858310470769.6,0,0,1858310470769.6,1858310470769.6,1858310470769.6,3716620941539.19,0,0,0,0,1858310470769.6,7433241883078.38,0,0,0,0,0,0,0,1858310470769.6,0,0,3716620941539.19,0,1858310470769.6,0,0,1858310470769.6,7433241883078.38,0,0,0,1858310470769.6,0,0,0,1858310470769.6,0,3716620941539.19,0,0,0,1858310470769.6,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,1858310470769.6,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",9291552353847.98,26016346590774.3,29732967532313.5,39024519886161.5,9291552353847.98,5574931412308.79,18583104707696,13008173295387.2,1858310470769.6,5574931412308.79,5574931412308.79,0,1858310470769.6,0,1858310470769.6,1858310470769.6,0,1858310470769.6,5574931412308.79,1858310470769.6,1858310470769.6,0,1858310470769.6,5574931412308.79,0,1858310470769.6,0,0,0,0,3716620941539.19,1858310470769.6,1858310470769.6,1858310470769.6,0,0,0,0,3716620941539.19,1858310470769.6,1858310470769.6,0,0,0,1858310470769.6,0,1858310470769.6,0,0,0,0,0,0,1858310470769.6,0,0,0,1858310470769.6,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,1858310470769.6,0
"77",3716620941539.19,9291552353847.98,18583104707696,14866483766156.8,3716620941539.19,0,1858310470769.6,9291552353847.98,5574931412308.79,0,3716620941539.19,0,0,0,0,0,0,3716620941539.19,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,1858310470769.6,3716620941539.19,0,0,0,0,0,1858310470769.6,1858310470769.6,1858310470769.6,0,0,0,0,0,0,1858310470769.6,0,1858310470769.6,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
